"X","twitter_handle","example","user_id","party","label"
1907,"FM_RLP","⌨ Pressestelle des Finanzministeriums #RLP Impressum: https://t.co/wzybQrwsJj Datenschutz: https://t.co/KNpILUnS2W Netiquette: https://t.co/9IbqbNqW6e",891919239232685952,,"6 keine Kategorie"
635,"herbert_mohr","stellv. Fraktionsvorsitzender der AfD-Fraktion in der BVV Pankow, Physiotherapeut (https://t.co/lZQskZovHI.), ehemaliger Abgeordneter im Berliner Abgeordnetenhaus (18.WP)",1001277777252630016,"AfD","5 AfD: ökonomisch rechts + autoritär"
1953,"SPDFraktionHB","Zwei Städte, 27 Abgeordnete: Wir für Bremen und Bremerhaven. Hier twittert das Presseteam der SPD-Fraktion Bremen.",965295323829382016,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
908,"kathrin_anders","💚🌻 MdL Hessen Sprecherin für #Gesundheit #Geburtshilfe #Kinderrechte #Kinderschutz #Kinderbetreuung #Grundschulen",1257763721,"Bündnis 90/Die Grünen","6 keine Kategorie"
1629,"_VPartei_","Tiere, Klima, Gerechtigkeit. #vegan #tierrechte #agrarwende #mobilitätswende #lsbttiq",725238959329992960,"V-Partei³","0 Linke: ökonomisch links + libertär"
1318,"erwinkoehlermdl","Landtagsabgeordneter im Wahlkreis Eppingen #ltwbw21 im #wkeppingen - Stadtrat Grüne Lauffen a.N. - Mitglied bei",1373912558239219968,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1239,"Denny_Jankowski","AfD Kreissprecher Gera-Jena-Saale-Holzland-Kreis (https://t.co/FURRanAK0T)",810928252912775040,"AfD","5 AfD: ökonomisch rechts + autoritär"
1603,"Beatrix_vStorch","#MdB 20. Deutscher #Bundestag, stellv. Fraktionsvors. THERE IS NO SUCH THING AS „MY PRONOUN“ Tweets v. #BvS & Team. https://t.co/SJ6nKYW3cW",805308596,"AfD","6 keine Kategorie"
615,"FRANKENSPRECHER","Für die Zukunft unserer Kinder! #Frankensprecher #Kultur #Soziales #Gesundheit #Pflege #FREIEWÄHLER #Ansbach #Mittelfranken #Franken #MdL #BayernsstarkeMitte",132575615,"Freie Wähler","6 keine Kategorie"
721,"hennerschmidt","Umwelt-, Klima -, Energie- und Verkehrspolitik. FDP.",27928326,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
1785,"UteBergner","MdL, Mitglied des Thüringer Landtags Geschäftsführende Gesellschafterin VACOM",1197095728213860096,"FDP","6 keine Kategorie"
826,"TschenPe","Bürgermeister der Freien und Hansestadt Hamburg | Präsident des Deutschen @Bundesrat | hier persönlich | dienstlich @Senat_Hamburg",2715759820,"SPD","6 keine Kategorie"
1058,"marc_herter","Oberbürgermeister in Hamm und InterimsLandesvorsitzender der NRWSPD. -hier privat unterwegs-",78302022,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1923,"CDUNRW_de","Die große Volkspartei der Mitte in #NRW. Vorsitzender & Ministerpräsident: @HendrikWuest. Generalsekretär: @PaulZiemiak.",102371677,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
1620,"diebasispartei","Basisdemokratische Partei Deutschlands: Volksabstimmungen & Direkte Demokratie. 💚Freiheit 💙Machtbegrenzung ❤️Achtsamkeit 🧡Schwarmintelligenz",1277629927786190080,"dieBasis","6 keine Kategorie"
1891,"spdrlp","Mit Malu Dreyer gemeinsam für ein starkes, gerechtes, sozialdemokratisches Rheinland-Pfalz! Mehr dazu auf https://t.co/1A0ND0CrS2! 🤝❤️",22155607,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1366,"KuchSimon","Für die Menschen in unserer Heimat. Mitglied des Landtages Sachsen-Anhalt+Kreisrätin+Mutter+Ehrenamtlerin+Demokratin+Unternehmerin - EINE VON EUCH - immer!",1205253917228790016,"CDU","6 keine Kategorie"
657,"Georg_Pazderski","Oberst i.G. (a.D.) | Ehemaliger AfD-Fraktionsvorsitzender im Abgeordnetenhaus von Berlin (Follow und RT sind keine Zustimmung)",716632913287826944,"AfD","5 AfD: ökonomisch rechts + autoritär"
988,"williehamburg","Stellvertretende Ministerpräsidentin Niedersachsens, Kultusministerin und direkt gewählte grüne Landtagsabgeordnete für den Wahlkreis Hannover-Mitte.",17227925,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1820,"STMUV_Bayern","Hier twittert das Bayerische #Staatsministerium für #Umwelt und #Verbraucherschutz. Das erste Umweltministerium in Deutschland und weltweit!",2972715026,,"6 keine Kategorie"
2008,"BMUV","Für das Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz twittert das Social-Media-Team des #BMUV.",162620982,,"6 keine Kategorie"
1631,"LKR_Partei_Bund","Hier twittert die politische Partei Wir Bürger Liberal.Konservativ. Impressum:https://t.co/GIji6KOj2xhttps://t.co/MtcOh7Up2b",3383137925,"Liberal-Konservative Reformer","5 AfD: ökonomisch rechts + autoritär"
1587,"katjakipping","Sozialpolitikerin. hier privat https://t.co/2cElEoEwLm",28066013,"DIE LINKE","6 keine Kategorie"
1209,"JetteWaldinger","Landtagsabgeordnete SSW",786159623623528960,"SSW","6 keine Kategorie"
2039,"StM_Klose","Staatsminister für Soziales und Integration (@SozialHessen) der @reghessen. Fighting Corona. Brücken statt Mauern. Vorsitzender #IntMK 22/23. er/he",913228703983661056,"Bündnis 90/Die Grünen","6 keine Kategorie"
205,"Bue_So","Eine Bürgerrechtsbewegung die für eine neue Weltwirtschaftsordnung kämpft - schaut euch die Welt an, wir brauchen dringend eine neue...",232830595,"Bürgerrechtsbewegung Solidarität","6 keine Kategorie"
1726,"ThomasHeilmann","MdB für Steglitz-Zehlendorf, Klimapolitiker, Vors. der KlimaUnion, Justizsenator a.D., Unternehmer, Autor vom #NEUSTAAT, CDU | Team kommentiert mit /TTH 🇺🇦",56806603,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
2012,"GrueneBundestag","Auf Grün kommt’s an!",22725119,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1928,"VerkehrNRW","Twitter-Account des Ministeriums für Umwelt, Naturschutz und Verkehr des Landes Nordrhein-Westfalen (MUNV NRW) zum Thema #Mobilität. Folgen Sie auch @UmweltNRW!",889502518321065984,,"6 keine Kategorie"
212,"spdde","Soziale Politik für Dich.",26258162,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1962,"sozmiSH","Hier twittert das Social-Media-Team des Sozialministeriums über Neues zu den Themen KiTa, Jugend, Familie, Senioren, Integration und Gleichstellung.",1083669235506979968,,"6 keine Kategorie"
673,"UelkerRadziwill","Co-Vorsitzende Forum DL21-Die Linke in der SPD. 2001-2021 Sprecherin für Soziales der SPD-Fraktion #AGH, Staatssekretärin a.D. #Sozi #Berlinerin #MdA",2573069617,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
918,"joerguwehahn","Freier Demokrat Vizepräsident des Hessischen Landtags Landtagsabgeordneter Staatsminister a.D.",270229556,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
55,"TillMansmann","Südhessisches MdB | Entwicklungspolitischer Sprecher @fdpbt | Innovationsbeauftragter ""Grüner Wasserstoff"" @BMBF_Bund | Mitglied im Finanzausschuss",952029866283282944,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
1282,"FahimiYasmin","#DGB-Vorsitzende @dgb_news | Überzeugungstäterin | Feministin | Impressum/Datenschutz: https://t.co/TmfOKxo2M1",1038032231385250048,"SPD","0 Linke: ökonomisch links + libertär"
282,"HESommer","2017-2021 Member of the German Bundestag | Member of the OSCE-PA| Historian and Gender Scientist 🇺🇦",123882918,"DIE LINKE","6 keine Kategorie"
286,"HildeMattheis","Linke Sozialdemokratin",115612153,"DIE LINKE","2 SPD: ökonomisch neutral + libertär/autoritär"
1299,"thereallenzii","Bundestagsabgeordnete im Eifel-Mosel Kreis Teenie-Abgeordnete #eifelkreisbitburgprüm #vulkaneifel #bernkastelwittlich #SPD #Feministin",38250199,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
228,"AndersonAfDMdEP","Mitglied im #EUParlament Fachpolitische Sprecherin der ID-Fraktion für Frauenrechte sowie Kultur und Bildung als Koordinatorin in den Ausschüssen FEMM & CULT",900669223122273024,"AfD","6 keine Kategorie"
1570,"RenateKuenast","Feministin, Foodie, Gärtnerin. Anwältin, Sozialarbeiterin, MdB. Verbraucherministerin.a.D , Kämpfe für das Recht + RechtaufNahrung #darumGrün",1225265288,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1813,"cdu_fraktion_th","HEIMAT. LAND. THÜRINGEN. | Politik aus dem Thüringer Landtag | Vorsitzender @mariovoigt",96122129,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
1156,"ThomasLoeserDD","Lehrer/ #MdL @saxgruene/ Direktmandat #Dresden #Altstadt #Neustadt/ #Stadtrat/ #Wohnen #Stadtentwicklung #Baukultur #Denkmal #Bildung #Kultur #Antifaschist",382136566,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
579,"MichaelPiazolo","Staatsminister für Unterricht und Kultus / Stellv. Landesvorsitzender der Freien Wähler Bayern / Vorsitzender der Freien Wähler München",2832862151,"Freie Wähler","6 keine Kategorie"
113,"BraFDP","MdB für die #Südpfalz | Parl. Staatssekretär @bmbf_bund | @EYL20 | (TB) = Team Brandenburg",802968297831739008,"FDP","6 keine Kategorie"
1982,"FDP_LSA","Wir sind eure liberale Stimme in Sachsen-Anhalt. 💛 Jetzt Mitglied werden! #VielZuTun",19181881,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
1989,"spd_lt_lsa","Wir machen soziale Politik für Dich.",769226260786105984,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1682,"zoe_gruene","🌻 Direkt gewählte Bundestagsabgeordnete für Karlsruhe👩‍🎓 Dr.-Ing. ✊ Für #klimaschutz #tierschutz #tierrechte #zusammenhalt 🌱💪 plant powered 🍀 Zoe+Team",1228662696318220032,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1625,"mlpdde","Marxistisch-Leninistische Partei Deutschlands - Die sozialistische Alternative! // Kontakt: info@mlpd.de // Werde Mitglied: https://t.co/6VEEgUtlv2",867986267392270336,"MLPD","0 Linke: ökonomisch links + libertär"
1129,"SaschaZehner","Christ - Abgeordneter im Saarländischen Landtag - Vorsitzender der CDU-Fraktion Saarbrücken: ""Für Freiheit muss man etwas wagen"" - Tweets Privatmeinung",27898892,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
978,"PhilippRaulfs","Landtagsabgeordneter für den Gifhorner Südkreis",75813892,"SPD","6 keine Kategorie"
1262,"linkeanja","MdLThüringen,Mensch,Leidenschaftlich,Demokratietante,Links",60985121,"DIE LINKE","0 Linke: ökonomisch links + libertär"
1536,"romansen1337","#Berlin born&raised | football fanatic | Vorsitzender FDP #MaHe| #feminist | ❤️🇪🇺",895828559,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
739,"ErikStohn","#engagiert #sozi #brandenburg Für die Region und die Fraktion",1032320292882210048,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
602,"PeterTomaschko","Mitglied des Bayerischen Landtags - CSU-Kreisvorsitzender Aichach-Friedberg",282755900,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
625,"ChGraeff","Berliner| Abgeordneter in Berlin für Biesdorf, Marzahn, Friedrichsfelde| Mittelstand| Gesundheit, Pflege| Energie| Lebensmotto: Humor, Kiez & Kosmos",798811366735781888,"CDU","6 keine Kategorie"
1216,"L_Petersdotter","📍Direkt gewählter Abgeordneter für Kiel-Nord. 🏛️ Landtag Schleswig-Holstein. 🌱 Grün. Fraktionsvorsitzender. 🔨 Sprecher für Wirtschaft und Arbeit.",1281030502,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
211,"MatthiasHauer","Bundestagsabgeordneter 🇩🇪 | Direktmandat 🗳 | Essen 😍 und Ruhrgebiet 🏙 | Finanzen 💶 und Digitales 👨🏼‍💻 | gegen Extremismus 🔞 | Anwalt ⚖️ | CDU 📓",1158585210,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
963,"SebLechner","Landes- und Fraktionsvorsitzender der @CDUNds, Landtagsabgeordneter für Neustadt & Wunstorf.",1088619268,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
1295,"SchuberlToni","Landtagsabgeordneter im Bayerischen Landtag I Fraktion BÜNDNIS90/DIEGRÜNEN I Rechtspolitischer Sprecher",1070278578628165632,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
952,"althusmann","Landesvorsitzender der @CDUNds & Abgeordneter des Niedersächsischen Landtags",777276273187959040,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
555,"TobiasReissMdL","MdL, Parlamentarischer Geschäftsführer der CSU Fraktion im Landtag #Oberpfälzer #CSU",981110123958587392,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
753,"WieseFranz","Landtagsabgeordneter der AfD",2218298256,"AfD","5 AfD: ökonomisch rechts + autoritär"
557,"BarbaraRegitz","Direkt gewählte Abgeordnete #nürnberg #nord #LTWBY2018 CSU",927502529229266048,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1185,"jws_afd","AfD LSA Landesvorstandsmitglied https://t.co/esZZ1iwHG8…",3321753670,"AfD","5 AfD: ökonomisch rechts + autoritär"
1689,"Hoffmann_MdB","MdB, Innenpolitischer Sprecher der CSU im Bundestag I #CSU I #Miltenberg #MainSpessart",1193816823519170048,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
170,"AlexanderRadwan","Direkt gewählter Abgeordneter für Bad Tölz-Wolfratshausen und Miesbach. Europa & Auswärtiges, manchmal noch Finanzen. Europapolitischer Sprecher der CSU im BT.",2831760211,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1732,"balzer_dr","Landtagsabgeordneter der AfD aus Bad Schönborn, für den Wahlkreis 29. Seit 2016 im Landtag von Baden-Württemberg.",1281220500576968704,"AfD","5 AfD: ökonomisch rechts + autoritär"
578,"TSchorerDremel","Stellvertretende Vorsitzende der CSU Landtagsfraktion Vorsitzende der Kinderkommission des Bayerischen Landtags",3026151123,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
622,"huber_ebe","Vors. Arbeit u. Soziales, Familie u. Jugend CSU-Landtagsfraktion, CSU-Kreisvorsitzender, Landesvorsitzender Wasserwacht Bayern, Vors. CSU-Familienkommission",56507365,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
895,"vangronma","Grün. Lila. Bunt. MdL. sie|she",758300370235211008,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
605,"KohlerJochen","Bayerischer Landtagsabgeordneter, CSU-Kreisvorsitzender, auf Twitter privat unterwegs...",399257253,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
597,"WTaubeneder","Mitglied des Bayerischen Landtags, CSU, Stimmkreis Passau-West, Mitglied der Ausschüsse Bildung, Jugend und Sport sowie Hochschule, Forschung und Kultur",631101191,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1872,"SenBJF","Hier twittert das Social Media Team der Senatsverwaltung für Bildung, Jugend und Familie.",919117700726706176,,"6 keine Kategorie"
1831,"BayernSPD","#MachenStattSödern! Für ein bezahlbares Bayern. Für soziale Politik. Für Dich. https://t.co/ODUEyhtUu7",39992751,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
250,"Dr_KlausBuchner","Prof. Dr. Klaus Buchner, ehem. EU-Abgeordneter der ÖDP, ehem. Univ.-prof. TU München. Aktuell im politischen (Un)Ruhestand. Hier twittert Team Buchner (TB)",2257770268,"ÖDP","6 keine Kategorie"
1666,"HierlSusanne","Dies ist der offizielle Account von Susanne Hierl, MdB (CSU).",1352722562260529920,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1589,"kaiwegner","Regierender Bürgermeister von Berlin @RegBerlin | Landesvorsitzender der @cduberlin",39999872,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
265,"PaulZiemiak","🇩🇪 🇪🇺 Mitglied des Deutschen Bundestages | 🎙 Generalsekretär @CDUNRW_de | 🏡 Iserlohner",288696625,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
573,"WBausback","Bayer. Justizmin. aD ( 2013 —2018) ~ CSU Landtagsabgeordneter @Landtag_Bayern ~ Vorsitzender UA Maske ~ Kreisvorsitzender CSU A’burg Stadt ~csu_lt",2892696752,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
127,"Marcus_Buehl","Mitglied der AfD-Bundestagsfraktion, Mitglied im Haushaltsausschuss, stellv. Mitglied im Innenausschuss. Ihre Thüringer Stimme in Berlin.",729360191263780864,"AfD","5 AfD: ökonomisch rechts + autoritär"
191,"Dr_Roy_Kuehne","Bundestagsabgeordneter für Northeim, Goslar und Osterode",1906911697,"CDU","6 keine Kategorie"
208,"Florian_Ossner","Dipl.-Volkswirt (Uni), Bundestagsabgeordneter Landshut-Kelheim, Obmann im Haushaltsausschuss (CDU/CSU), CSU-Kreisvorsitzender, stellv. CSU-Bezirksvorsitzender",1292532362,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1929,"SWH_HB","Hier twittert das Presseteam der Senatorin für Wissenschaft und Häfen des Landes Bremen. #PortsLoveScience | Impressum: https://t.co/7Qj2JR0OYo",1162286277537159936,,"6 keine Kategorie"
1087,"MiWae21","MdL #LTRLP #Landtag #RLP der #CDUFraktionrlp Beauftragter für #Pflege #Pflegepolitik pro #Pflegekammer #cdurlp #kreisaltenkirchen #cduak #MiWae21 #wegenmorgen",3096216285,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
2037,"AWagnerScheid","Mitglied des Saarländischen Landtags, stv Bundesvorsitzende Frauen Union, Landesvorsitzende FU Saar, Saarländerin, Familienmensch",1062752372992499968,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
213,"CSU","Hier twittert das CSU-OnlineTeam. Impressum: https://t.co/VJFsfiOaeJ Informationen zum Datenschutz: https://t.co/FOavB8KCvn",21107582,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1528,"damm_hannes","📣Mitglied des Landtages Mecklenburg-Vorpommerns 🌻BÜNDNIS 90/DIE GRÜNEN💚 🌞Voller Energie für Klima und Forschung 🔬Physiker am MPI für Plasmaphysik",1127811223385389952,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
226,"EnginEroglu_FW","MEP 🇪🇺 🇩🇪 Chairman @FWHessen, Deputy Chairman @FREIEWAEHLER_BV Economy, Foreign Affairs & Human Rights @PDE_EDP @RenewEurope",920691291835561984,"Renew Europe","6 keine Kategorie"
1733,"RuedigerKlos","2016 AfD-Landtags-Direktmandat Mannheim I (Wahlkreis 35). 2021 im Wahlkreis 55 Tuttlingen-Donaueschingen wieder in den Landtag gewählt.",1329800680825050112,"AfD","5 AfD: ökonomisch rechts + autoritär"
1723,"Kiessling_MdB","Bundestagsabgeordneter, Wahlkreis Starnberg-Landsberg, #CSU, Mitglied in den Ausschüssen für Umwelt und für Bau, Wohnen, Kommune und Stadtentwicklung",730312292,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
889,"ElkeBarth_MdL","Philologin | Mitglied des Hessischen Landtags | Mittelstandspolitische Sprecherin",930355520877808000,"SPD","6 keine Kategorie"
875,"carola_veit","Mitglied der Hamburgischen Bürgerschaft, Genossin, Mutter, twittert selbst.",16995339,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
325,"PatrickSensburg","President German Armed Forces Reserve Association",23537931,"CDU","6 keine Kategorie"
223,"MHohlmeier","Für Oberfranken und die @CSU im Europäischen Parlament. Chair of the Budgetary Control Committee (CONT), Member of the Committee on Budgets and of the CCC",2902028273,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1633,"buendnisc","Christliche, politische Partei. 2018/19 mit @Arne_Gericke MdEP aD im Europaparlament. 🇪🇺Mitglied bei @ECPM_official & @ecrgroup",3131209213,"Bündnis C","3 CDU/CSU: ökonomisch neutral + autoritär"
923,"MdLFernandes","Thomas de Jesus Fernandes - Stellv. Fraktionsvorsitzender der AfD im #Landtag MV| #Politik #MV #AfD #LtMV #MdL #AfDFraktion_MV #Schwerin #Waren",793791281709208064,"AfD","5 AfD: ökonomisch rechts + autoritär"
2013,"csu_bt","Willkommen bei der CSU im Bundestag. Aus Bayern. Für Deutschland.",727696132295650944,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
997,"ChristianBlex","Landtagsabgeordneter #NRW | Kreissprecher im AfD-Kreisverband Warendorf",855339513198952448,"AfD","5 AfD: ökonomisch rechts + autoritär"
1630,"Graue_Panther_","Hier twittert keine Rentnerpartei! Wir kämpfen für soziale Gerechtigkeit in allen Altersklassen.",2829583201,"Graue Panther","2 SPD: ökonomisch neutral + libertär/autoritär"
1626,"DieUrbane","Systeme überwinden, die uns kaputt machen: Kolonialismus/Kapitalismus/Rassismus/white supremacy/Antisemitismus/Patriarchat/cis-Heteronormativität/Ableismus",865522309658889984,"Die Urbane","0 Linke: ökonomisch links + libertär"
757,"HeinerOburg","bündnisgrüner MdL in Brandenburg, zuständig für Wirtschaft, Europa und Kommunales",2230982293,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1825,"cjgaebler","https://t.co/8Wmle0XFeE.Verkehrswesen,Fußball-Schiri/-Spieler,Vizepräs.Berliner Fußball, Chorsänger, SPD, Senator für Stadtentwicklung, Bauen und Wohnen in Berlin, hier privat",220017320,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1028,"becker_horst","PStS i.R., Kreistagsmitglied Rhein-Sieg-Kreis und Stadtrat Lohmar",1106221621,"Bündnis 90/Die Grünen","6 keine Kategorie"
259,"PeterAumer","#Bayer #Abgeordneter WK Regensburg / Ausschuss #Arbeit und #Soziales / #CSU",328260907,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1601,"EnricoKomning","Enrico Komning | AfD | Mitglied des Bundestages",781727720897891968,"AfD","5 AfD: ökonomisch rechts + autoritär"
725,"Wilko_Moeller","AfD-Landtagsabgeordneter im Land Brandenburg Vorsitzender im AfD-Stadtverband Frankfurt (O), stellv. AfD- Fraktionsvorsitzender in Frankfurt (O.)",888151168765100032,"AfD","5 AfD: ökonomisch rechts + autoritär"
738,"HCBerndt","Bürger-Bewegung ins Parlament! Bürger-Bewegung in die AfD!| Landtagsabgeordneter in Brandenburg",1027818703591660032,"AfD","5 AfD: ökonomisch rechts + autoritär"
222,"echo_pbreyer","Dr. Patrick Breyer, Europaabgeordneter/Member of the European Parliament @Piratenpartei & @EuropeanPirates. #JoinMastodon: @echo_pbreyer@digitalcourage.social",993792060528236032,"Piratenpartei","6 keine Kategorie"
1822,"klausholetschek","Klaus Holetschek MdL (CSU), in Memmingen daheim, für Bayern Minister, im Allgäu verwurzelt. #bayern #bayerngemeinsam https://t.co/Hsx5xH96kN",1220672770921210112,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1582,"UliFreese","Kreistagsabgeordneter SPN, ehem. Bundestagsabgeordneter (2013-21)",2317202160,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1080,"nico_steinbach","-Abgeordneter im Landtag Rheinland-Pfalz (WK Bitburg-Prüm) -Landesgeschäftsführer der SGK Rheinland-Pfalz",1055072589889134592,"SPD","6 keine Kategorie"
1656,"JoachimWundrak","Generalleutnant a. D., Stv. Vorsitzender im Arbeitskreis #Außenpolitik, Mitglied im Arbeitskreis #Verteidigung, Wahlkreis Friesland-#Wilhelmshaven-Wittmund",1389980178038808576,"AfD","6 keine Kategorie"
732,"KotreLena","Ich bin Lena Kotré und Abgeordnete der AfD im Landtag Brandenburg. Ihnen werde ich im Landtag eine starke Stimme geben!",1095937138267280000,"AfD","5 AfD: ökonomisch rechts + autoritär"
720,"HendrikjeKlein","MdA, Sprecherin für #Personal #Verwaltung #Bürgerbeteiligung, direkt gewählt in #Lichtenberg #Friedrichsfelde #Weitlingkiez #Tierpark #Berlin natürlich links",27951819,"DIE LINKE","0 Linke: ökonomisch links + libertär"
712,"Wollihood","Innen- und sportpolitischer Sprecher der AfD Fraktion im Abgeordnetenhaus von Berlin #AGH",53931562,"AfD","5 AfD: ökonomisch rechts + autoritär"
86,"S_Muenzenmaier","Stellv. AfD-Fraktionsvorsitzender | Ihr Abgeordneter aus Rheinland-Pfalz",863657872921255936,"AfD","5 AfD: ökonomisch rechts + autoritär"
1127,"johann_sandra","Sandra | 36, Saarländerin, Christdemokratin, Landtagsabgeordnete & Lehrerin im Herzen |",29765631,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
1133,"BarthMdl","Abgeordneter der AfD im sächsischen Landtag. Haushalts- und Finanzpolitischer Sprecher Vorsitz Auschuss Regionalentwicklung Stadtrat in Dippoldiswalde",1176203522225499904,"AfD","5 AfD: ökonomisch rechts + autoritär"
96,"Rene_Springer","AfD | Brandenburg | Abgeordneter im Deutschen Bundestag | Arbeits- und sozialpolitischer Sprecher der AfD-Fraktion | stv. Mitglied im Auswärtigen Ausschuss",831521837965966976,"AfD","5 AfD: ökonomisch rechts + autoritär"
708,"burkarddregger","Mensch, Deutscher, Europäer, Christdemokrat",198518653,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
1932,"UmweltNRW","Twitter-Account des Ministeriums für #Umwelt, #Naturschutz und #Verkehr des Landes NRW (MUNV). Impressum: https://t.co/vNrPDzOtOA",881812005358221952,,"6 keine Kategorie"
1150,"ChMelcher","Direkt gewählt in #Leipzig #Leipzigmitte für den #Landtag und Bildungspolitik für @saxgruen #Sachsen #fff #wirsindmehr #unteilbar #usedom",875210228,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
680,"MVallendar","Mitglied des Berliner Abgeordnetenhauses - AfD Fraktion - Rechtspolitischer Sprecher Antikommunist - Nationalliberal - Patriot - Islamkritiker",1870625390,"AfD","5 AfD: ökonomisch rechts + autoritär"
211,"gleichheit","Die SGP ist die deutsche Sektion des Internationalen Komitees der Vierten internationale (#ICFI). Wir veröffentlichen die World Socialist Web Site (https://t.co/g2gHoht0sq).",32927823,"Sozialistische Gleichheitspartei","2 SPD: ökonomisch neutral + libertär/autoritär"
101,"katrin_staffler","Mitglied des Deutschen Bundestages 🇩🇪 | Direkt gewählte Abgeordnete für den Wahlkreis FFB/DAH 💙🤍 | Bildung und Forschung 📚🔬",825019912083038208,"CSU","6 keine Kategorie"
102,"ProfMaier","Professor für Verbraucherschutz Mitglied des dt. Bundestages 2017-2021 2015-2017 Sprecher AfD BW Bücher u.a.: ""Was von Deutschland übriggbleibt""; ""DEXIT"".",822210890352519936,"AfD","5 AfD: ökonomisch rechts + autoritär"
1557,"AfdJens","Mitglied des Landtags von MV, Agrarpolitischer Sprecher, Landesschatzmeister, Vorsitzender des AfD Kreisverbands VG, Mitglied des Kreistags VG",1323277078628819968,"AfD","5 AfD: ökonomisch rechts + autoritär"
1171,"DetlefGurth","Landesvorsitzender Mittelstands - und Wirtschaftsvereinigung MIT Sachsen-Anhalt, Landtagsabgeordneter Sachsen-Anhalt",1170763251628770048,"CDU","6 keine Kategorie"
1556,"SchmidtSchwerin","AfD MdL aus Schwerin, Dipl.-Kfm., Finanzberater, Journalist",1173562130063729920,"AfD","5 AfD: ökonomisch rechts + autoritär"
1182,"spiegelbergafd","Marcus Spiegelberg | MdL von Sachsen-Anhalt | Direktkandidat aus Weißenfels | Stellv. Landesvorsitzender der JA Sachsen-Anhalt | Teamtweets markiert mit *",731929521791355008,"AfD","5 AfD: ökonomisch rechts + autoritär"
