,user,profile
1215,harms_lars,"Vorsitzender Südschleswigscher Wählerverband (SSW) im Schleswig-Holsteinischen Landtag - Politik, Nordfriesland, Friesland, Friesisch, Schleswig-Holstein, HSV."
1216,ThomasHoelck,"SPD, MdL"
1217,L_Petersdotter,📍Direkt gewählter Abgeordneter für Kiel-Nord. 🏛️ Landtag Schleswig-Holstein. 🌱 Grün. Fraktionsvorsitzender. 🔨 Sprecher für Wirtschaft und Arbeit.
1218,TobiasKoch,"Mitglied des Landtages Schleswig-Holstein, CDU-Fraktionsvorsitzender"
1219,StefanWeberSE,"ehemaliger Landtagsabgeordneter aus dem Wahlkreis Segeberg West, Vorsitzender des OV Sievershütten, Bürgermeister der Gemeinde Sievershütten"
1220,oleplambeck,"https://t.co/K48LuvsD5H CDU-MdL in SH, Finanzpolitiker | Steuerberater"
1221,martinhabersaat,"Mitglied der SPD-Landtagsfraktion Schleswig-Holstein. Vorsitzender des Bildungsausschusses. Im Landtag für Reinbek, Glinde, Barsbüttel, Oststeinbek, Wentorf."
1222,Thomasrother,"MdL für Lübeck - Sozi, Donaldist, Katzenfreund, Hundeskeptiker"
1223,wolfgangbaasch,"SPD / AWO SH , Donaldist, VfB-Fan,"
1224,StephanHolowaty,"FDP MdL SH (2017-2022), Digital Guy, #FreeUkraine #Bürgerrechte  #Innovation #Skydive|r #Travel @fdpfraktionsh #ltsh  #SaveMyInternet"
1225,c_vogt,MdL | Vorsitzender @FDPFraktionSH | Mitglied @fdp-Bundesvorstand | Stv. Vorsitzender @fdp_sh
1226,Kumbartzky,"MdL, Parlamentarischer Geschäftsführer der @FDPFraktionSH, Landesvorsitzender @FDP_SH"
1227,LukasKilian,CDU-MdL in SH | designierter Generalsekretär @SH_CDU | Rechtsanwalt u. Notar | hier privat
1228,ekavonkalben,"Vizepräsidentin #LTSH, Sprecherin für Europa, Religion und Minderheiten der Landtagsfraktion von @Gruene_SH 🌻"
1229,JanineMerz,"Sozialdemokratin, Kommunalpolitikerin und Mitglied des Thüringer Landtages. Zuhause in der #Prachtregion."
1230,LutzLiebscher,"MdL & stellv. Fraktionsvorsitzender @spdthl, Vorsitzender @spd_jena, Sprecher für Studium & Hochschule sowie Bau, Wohnen, Verkehr & Landwirtschaft"
1231,UThrum,"Wer kämpft kann verlieren, wer nicht kämpft hat schon verloren."
1232,PhilippWeltzien,"Hier twittert das Social Media Team von Philipp Weltzien, Direktkandidat @dieLinke für die #Landtagswahl im Wahlkreis #Suhl,#ZellaMehlis und #Oberhof."
1233,NHoffmannAfDTh,"Diplom-Biologin
Abgeordnete Thüringer Landtag
Sprecherin für Umwelt, Naturschutz, Energie und Infrastruktur
Kreistag Hildburghausen
Kreisverband Südthüringen"
1234,BlechschmidtA,"Seit 2004 Abgeordneter im Thüringer Landtag, seit 2009 mit Direktmandat. Mein Team und ich meinen: Mehr Demokratie wagen - Politik muss erklären, nicht belehren"
1235,KnieseTosca,"#Unternehmerin #Politikerin (Mitglied des 7. Thüringer Landtags, BfTh) #liberal & #bürgerlich #Westfälin & #Thüringerin #privater Twitter-Account"
1236,raymond_walk,"Christdemokrat, MdL, Stv. Landesvorsitzender @cdu_thueringen, Stv. Fraktionsvorsitzender, Innenpolitischer Sprecher @cdu_fraktion_th"
1237,Rene_Aust,"Direkt gewählter Landtagsabgeordneter im Wahlkreis Schmalkalden – Meiningen II, stellvertretender Landessprecher der AfD Thüringen"
1238,PatrickBeier93,"Mitglied des Thüringer Landtags|Sprecher für Verbraucherschutz|DIE LINKE. Thüringen|Kommunalpolitiker aus #Meiningen| 
https://t.co/4IMER6yAaN"
1239,TorstenWolf_MdL,"Mitglied des Thüringer Landtages, Bildungspolitischer Sprecher, Wahlkreis Jena I"
1240,Denny_Jankowski,AfD Kreissprecher Gera-Jena-Saale-Holzland-Kreis (https://t.co/FURRanAK0T)
1241,torben_braga,Mitglied des 7. Thüringer Landtags | 🇩🇪🇧🇷
1242,laura_wahl_,"Mitglied des Thüringer Landtags @gruenethl • Sprecherin für Mobilität, Energie, Klima&Umwelt, Gleichstellung 🏳️‍🌈 • Erfurter Stadträtin"
1243,BPfefferlein,✳️ Bündnis 90/Die Grünen Thüringen
1244,MoellerAfD,"Landessprecher #AfD Thüringen, MdL & Justizausschussvorsitzender im Thüringer Landtag, Anwalt"
1245,BjoernHoecke,Landessprecher und Fraktionsvorsitzender der AfD Thüringen
1246,RalfKalich,Innenpolitischer Sprecher Fraktion DieLinke im Thüringer Landtag
1247,Buehlandreas,Heimatmensch für den 📍südlichen #IlmKreis u. #Schmiedefeld. Parlamentarischer Geschäftsführer der @cdu_fraktion_th 🙋🏻‍♂️ Mitglied des Landtag 🗳#bühlpacktan
1248,KaufmannAfD,"Prof. Dr.-Ing. Michael Kaufmann, 
Mitglied des Bundestages, Wahlkreis 195, Forschungspol. Sprecher AfD-Fraktion
#AfD #Thüringen @AfD_Thueringen @AfDimBundestag"
1249,OMueller_Jena,"Biologe, erneuerbare Energien, Gesundes Essen, bekennender Europäer, GRÜN aus Jena"
1250,dialehm,"MdL bei @spdthl, leidenschaftliche NaturFreundin und Gewerkschafterin"
1251,keineausrede,"AfD-MdL aus Thüringen.😀 
Sprecher für  Wohnungsbau und Verkehr
Fraktionschef AfD-Kreistagsfraktion ABG"
1252,GruenerDirk,"Thüringer, Erfurter, Outdoor und Laufen (Minister für Migration, Justiz und Verbraucherschutz aD)"
1253,MikeMohring,Vorsitzender @cdu_thueringen 2014-20 & @cdu_fraktion_th 2008-20| Sprecher CDU/CSU Finanzsprecherkonferenz | BuVo @cdu & @mit_bund | Botschafter @krebshilfe_bonn
1254,Hummelshainer,Immer Einsatzbereit und Interessiert.
1255,St_Dittes,Mitglied und Vorsitzender der Fraktion DIE LINKE im Thüringer Landtag - Wahlkreisabgeordneter in #Weimar
1256,gudrunlukin,Geboren am 29.12.1954 | Zwei Kinder | Diplomphilosophin | MdL Thüringen
1257,ChristianSchaft,"Vorsitzender @die_linke_th | MdL @linke_thl |  Wissenschaftspolitik, uvm. | ZinXX Ilmenau"
1258,henfling_m,Abgeordnete Thüringen |Innen- und Kommunalpolitik | Kultur- Europa- Medien- und Netzpolitik | Antifaschismus und Demokratie | BÜNDNIS 90/GRÜNEN
1259,SBilay,Kommunalfreund | Linkspolitiker | Landtagsabgeordneter | Sprecher Innenpolitik für @Linke_Thl
1260,KarolaStange,MdL DIE LINKE. Thüringen; Erfurter Stadträtin; Stellvertretende Landesvorsitzende der Volkssolidarität Thüringen; Hier twittert mein Team und ich.
1261,Chr_Tischner,"Landtagsabgeordneter, stellv. Fraktionsvorsitzender sowie Sprecher für Bildung und Wissenschaft der CDU-Fraktion Thüringens. Gymnasiallehrer."
1262,fbaumfdp,"MdL, Freie Demokraten im Thüringer Landtag, Wirtschaftsjunioren Thüringen, FDP Erfurt, Liberale Frauen, D-64"
1263,KatharinaKoenig,"#MdL #LINKE #Thüringen / #Antifaschismus, #Antirassismus #NSU-Aufklärung / Das Private ist politisch / still ❤️ #Antifa"
1264,KKorschewsky,"Mitglied des Thüringer Landtages, Sprecher für Sport und Tourismus der Fraktion DIE LINKE"
1265,linkeanja,"MdLThüringen,Mensch,Leidenschaftlich,Demokratietante,Links"
1266,SusanneHennig,Hier twittern die Bundestagsabgeordnete Susanne Hennig-Wellsow (SHW) @DieLinke @Linksfraktion & ihre Büros (SB) | WK Erfurt-Grammetal-Weimar | @die_linke_th
1267,JonasUrbach,Landtagsabgeordneter und Bürgermeister a.D.
1268,GottiSlow,"Abgeordneter Thüringer Landtag, Wahlkreis 31, Bürgermeister a.D., Kommunikationswissenschaft, Christdemokrat, Energie- und Umweltpolitik #Heimatenergie *337 ppm"
1269,Astrid_RB,"Astrid Rothe-Beinlich, BÜNDNIS 90/DIE GRÜNEN im Thüringer Landtag, Fraktionsvorsitzende, Stadträtin #refugeeswelcome Blockiere Nazis+Rassist*innen"
1270,m_gleichmann,"Politiker für #DIELINKE aus dem #SaaleHolzlandKreis in #Thüringen. Spezialitäten #Europa, #Energie und #LändlicherRaum.
viva l'Europa Antifascista"
1271,DirkBergner,"Vizepräsident THL, FDP-Landesvize Thür., Bürgermeister a.D. Stadt Hohenleuben, Mitglied Kreistag Greiz, Bauing., Freiberufler"
1272,marx2009,"MdL @spdthl ,Sprecherin für Innen🚨,Recht⚖️,Europa🇪🇺,Digitales📲 Verfassungspatriotin🏛"
1273,mariovoigt,Vorsitzender @cdu_thueringen & @cdu_fraktion_th 🗣 • Fußballexperte @fccarlzeissjena ⚽️
1274,demoe,Sozialarbeiter | Gewerkschafter | Mitglied des Thüringer Landtags #verdi #spd #naturfreunde #awo #esgibtnichtsgutesaussermantutes #diestadtsozialbewegen
1275,KemmerichThL,"MdL, Vorsitzender der Parlamentarischen Gruppe im Thüringer Landtag, Vorsitz @FDP_Thueringen & @ErfurtFDP, Jurist, verh. sechs Kinder, Erfurt/Weimar/Aachen"
1276,bodoramelow,Mensch
1277,Gerold_Otten,"#AfD +Mitglied im #Verteidigungsausschuß +Obmann und Sprecher für Abrüstung, Rüstungskontrolle und Nichtweiterverbreitung +Mitglied #NATOPA"
1278,Peter_Beyer,#Transatlantik-Koordinator Bundesregierung (2018-2022)| Bundestagsabgeordneter | @cducsubt | Obmann Enquete-Kommission #Afghanistan | #Westbalkan #Lateinamerika
1279,Schwarz_MdB,"SPD Bundestagsabgeordneter für Bamberg u. Forchheim. Mitglied im Haushalts-, Verteidigungsausschuss, Bundesfinanzierungsgremium.Twitter selbst."
1280,Bubendorferfdp,#Freigeist | #Bayern | Bundestagsabgeordnete @fdpbt | Mitglied im Ausschuss für Inneres und Heimat | Mitglied im Petitionsausschuss
1281,cjcronenberg,Sauerländer. Bundestagsabgeordneter. Freier Demokrat. Familienvater.
1282,DjirSarai,"Mitglied des Deutschen Bundestages, Generalsekretär der FDP"
1283,FahimiYasmin,"#DGB-Vorsitzende @dgb_news | Überzeugungstäterin |  Feministin | 

Impressum/Datenschutz: https://t.co/TmfOKxo2M1"
1284,KestnerJens,Jens Kestner Mitglied des 19. Deutschen Bundestages und Landesvorsitzender von 2020-2022 der #AfD #Niedersachsen hier und selbst am twittern 🇩🇪
1285,tietze_andreas,"MdL, verkehrspolitischer Sprecher und Vorsitzender des Wirtschafts- und Verkehrsausschusses im Schleswig-holsteinischen Landtag"
1286,HeikeWernerTH,"Thüringer Ministerin für Arbeit, Soziales, Gesundheit, Frauen und Familie; Mitglied Landesvorstand LINKE Thüringen"
1287,benniadjei,"Mitglied des bayerischen Landtags, Sprecher für Digitalisierung 🌻👨🏾‍💻⚡️ @GrueneLandtagBY"
1288,AnnaGallinaHH,"Senatorin für Justiz und Verbraucherschutz der Freien und Hansestadt Hamburg, @GRUENE_Hamburg, hier persönlich, cis, sie/she"
1289,TobiGotthardt,"Abgeordneter, Vorsitzender des Europaausschusses, amt. Vorsitzender im Bildungsausschuss des Bayerischen Landtags"
1290,Ch_Haubrich,"Gesundheitspolitische Sprecherin von @GrueneLandtagBY aus Merching. 
#Gesundheit 🚑 #Ökologie 🌻"
1291,w_heubisch,"Vizepräsident @Landtag_Bayern | FDP-Landtagsabgeordneter 💛💙 | Staatsminister für #Wissenschaft, #Forschung und #Kunst a.D. | #München | Kulturverliebt ‼️"
1292,AndreasKrahl1,Grüner MdL @Landtag_Bayern / #Pflegepolitik / Senior*innenpolitik / Fachkrankenpfleger / #Ehrenamt / Vizepräsident @brkaktuell / Bio-Imker
1293,Roland_Magerl,Mitglied des Bayerischen Landtages
1294,GeorgMaier8,Minister für Inneres und Kommunales des Freistaates Thüringen. Twittert hier privat. RT isn‘t endorsement.
1295,FabianMehring,FREIE WÄHLER | Bayerischer Landtag | Parlamentarischer Geschäftsführer
1296,SchuberlToni,"Landtagsabgeordneter im Bayerischen Landtag I
Fraktion BÜNDNIS90/DIEGRÜNEN I Rechtspolitischer Sprecher"
1297,AnjaSiegesmund,Designierte Präsidentin des @bde_presse und des @kirchentag_de | Ministerin a.D. | Hier privat.
1298,UlrikeSparr,Abg. Hamb. Bürgerschaft. #Umwelt#Naturschutz #hhbue
1299,spitzerfdp,"Gesundheits- und pflegepolitischer Sprecher der @fdpltby 🏥🚑💊💉, Betriebsmediziner und Hausarzt mit eigener Praxis 👨‍⚕️, Stadtrat für die @fdp in #Kempten"
1300,HeikeTaubert,"Thüringer Finanzministerin, Stellv. Ministerpräsidentin a.D.
hier privat"
1301,WTiefensee,"Bin in Gera geboren,
in Sachsen aufgewachsen, 
hab' ziemlich lange dort gelebt.
Zurückgekehrt zu meinen Wurzeln und
nun im schönen Thüringen unterwegs."
1302,anjes_tjarks,Senator für Verkehr und Mobilitätswende
1303,AndreasWildAfD,"Unternehmer, 59, Vorsitzender des Vereins 
Freunde der Staatsreparatur e.V. und
Stv. Vorsitzender des AfD-Bezirksverbandes Steglitz-Zehlendorf."
1304,EiblMdl,Landtagsabgeordneter der Freien Wähler Fraktion
1305,jorg_hansen,"Landtagsabgeordneter 
Sprecher für Polizei, Sport, Senioren und Petitionen
FDP"
1306,rolandweigert,"Staatssekretär im Bayerischen Staatsministerium für Wirtschaft, Landesentwicklung und Energie"
1307,mboerschel,Mitglied der SPD-Landtagsfraktion in Nordrhein-Westfalen; Vorsitzender der SPD-Fraktion im Kölner Stadtrat
1308,alexanderkrauss,Für die Region Schwarzenberg im Sächsischen Landtag - für die CDU.
1309,Helmut_Seifen,"Landessprecher der @AlternativeNRW, Abgeordneter der @AfD_FraktionNRW im #ltnrw. https://t.co/TfoaVP5jtt"
1310,HeriFriedmann,MdL AfD  Rheinland-Pfalz
1311,loeffler_cdu,"Rechtsanwalt, Großvater, CDU-Kandidat für den Stuttgarter Norden für die Landtagswahl 2021"
1312,ksteinhuelbjoos,🌹Landtagsabgeordnete @spdlandtagbw  📖 Als langjährige Rektorin setze ich mich mit Tatkraft für beste Bildung ein!
1313,PeterSeimer,Landtagsabgeordneter für den Wahlkreis 6 | BW Bündnis 90/Die Grünen 🌻
1314,hjgossner_mdl,"Mitglied des Landtags von Baden-Württemberg, Abgeordneter für den Wahlkreis Göppingen."
1315,tok_tayfun,Grüner Landtagsabgeordneter für den Wahlkreis Bietigheim-Bissingen🌻
1316,TobiasVogt,"CDU-Landtagsabgeordneter BaWü WK14, Papa, VfB Fan, Europäer, Schwabe, Kirchheimer, liberal/sneaker konservativ, Unternehmer."
1317,ralfnentwich,Landtagsabgeordneter für den Wahlkreis Backnang @Gruenebw l Sprecher für Digitale Bildung l Sprecher für Ernährung l Imker aus Leidenschaft
1318,LindenschmidAfD,Landtagsabgeordneter der @AfD für den Wahlkreis 17 #Backnang | Stv. Vorsitzender @AfDRemsMurr | Kreisrat Rems-Murr-Kreis | Regionalrat Verband Region Stuttgart
1319,erwinkoehlermdl,Landtagsabgeordneter im Wahlkreis Eppingen  #ltwbw21 im #wkeppingen - Stadtrat Grüne Lauffen a.N. - Mitglied bei
1320,cathie_kern_mdl,"Italophile Deutsch-Britin, daheim in Hohenlohe. Landtagsabgeordnete, Kreis- und Stadträtin. Politik für Menschen und unsere Umwelt."
1321,RubenRupp,"Abgeordneter im 17. Landtag von Baden-Württemberg 

https://t.co/s6C5TWjZxi
https://t.co/oLaSlln2UR
https://t.co/QpeofHKfJ1"
1322,AnsgarMayr,Mitglied des Landtags von Baden-Württemberg (CDU)
1323,c_jung77,MdL WK Bretten; AK-Leiter und Sprecher für Verkehr und Petitionen der @fdpdvpfraktion
1324,scuny,Ihr Landtagsabgeordneter der SPD an Bergstraße & Neckar
1325,andrebaumann,"Landtagsabgeordneter Wahlkreis Schwetzingen • Staatssekretär des Ministeriums für Umwelt, Klima und Energiewirtschaft • Biologe • Kurpfälzer"
1326,_jproe,Sozialdemokrat - Landtagsabgeordneter - Mensch
1327,FHerkens,"Kandidat für die Landtagswahl im Wahlkreis Pforzheim, Ispringen, Birkenfeld, Kieselbronn und Engelsbrand."
1328,KatrinSchindele,Landtagsabgeordnete 🏛 @CDU_FraktionBW Begeistert vom Landkreis Freudenstadt! 🍴 ☀️ 🌲 #blackforestpolitics 🖤💪🏻 🎉 Entwicklungsingenieurin 👩‍💻
1329,BMettenleiter,Kandidat im Wahlkreis Kehl von @die_gruenen für die #Landtagswahl Baden Württemberg
1330,FrankBonath,"Mitglied der FDP/DVP Landtagsfraktion
Landtagsabgeordneter im Wahlkreis 54 Villingen-Schwenningen"
1331,HansPeter_Storz,"Abgeordneter für den Wahlkreis #Singen im @LandtagBW 

@spdlandtagbw #FürDichImLandtag

Stadtrat | Kreisrat | Religionslehrer"
1332,hoffmannspd,"#Digitales, #Mobilität und das #Leben
🟥 Landtagsabgeordneter SPD BW
📍 Wahlkreis Lörrach
🏫 Kreisrat Lörrach"
1333,niklasnuessle,"Euer GRÜNER Landtagskandidat im Wahlkreis 59 Waldshut
Kreisrat Landkreis Waldshut - Gemeinderat Wutöschingen - Kreisvorsitzender KV Waldshut - u.v.m. ..."
1334,CindyHolmberg,Abgeordnete des Landtags Baden- Württemberg für den Wahlkreis Hechingen-Münsingen
1335,ManuHailfinger,"CDU-Landtagsabgeordneter für den Wahlkreis Hechingen-Münsingen, Gemeinderat in Sonnenbühl, Vorsitzender Sportkreis Reutlingen, Kreisvorsitzender CDU Reutlingen"
1336,SteyerAfD,Landtagsabgeordneter der @AfD für den Wahlkreis 61 Hechingen-Münsingen in der 17. Wahlperiode | #AfD-Fraktionsvorsitzender im Gemeinderat Burladingen
1337,ledeabal,"MdL, PGF Grüne, Tübingen, Sprecher für Migration @FraktionGruenBW # Diputado Regional Los Verdes # Regional MP Green Party #Baden #Württemberg"
1338,mjoukov,"direkt gewählter Abgeordneter für den Wahlkreis #Ulm bei @FraktionGruenBW (Landtag von TheLÄND), Lebensgefährte von Vivian und Dosenöffner für Bea und Emma."
1339,Ehmann_Fabian,"@die_gruenen,
Mitglied des Landtages @grueneltrlp 👉 Sprecher für Klima & Energie, Europa und Eine Welt, Jugend & Waldpolitik,
Stadtrat @mainz_de,"
1340,pfernis,Liberaler im Kopf und im Herzen. Fraktionsvorsitzender der Freien Demokraten im Landtag Rheinland-Pfalz. Twittere hier meine persönliche Meinung.
1341,clemenshoch,"Minister für Wissenschaft und Gesundheit Rheinland-Pfalz - hier mit politischer Meinung, aber privat"
1342,MKropfreiter,"Ortsbürgermeister Lingenfeld, Landtagsabgeordnete Rheinland-Pfalz"
1343,smueller_1973,"#SPD -Abgeordnete des Landtages RLP, Themen: #Bildung 🏫, #Familie #Gleichstellung #LSBTQI, Basketballfan 🏀"
1344,HeikeRaab,"Bevollmächtigte #RLP Medienpolitikerin, Koordiniererin der Rundfunkkommission, Vors. Medienkommission SPD, Europapolitik @EU_CoR Mitglied"
1345,Schmitt_FDP,"Staatsministerin für Wirtschaft, Verkehr, Landwirtschaft und Weinbau
Stv. Vorsitzende der FDP Rheinland-Pfalz 
Impressum: https://t.co/zx2SIaecj0"
1346,AnkeSimonLU,Landtagsabgeordnete und Ortsvorsteherin aus Ludwigshafen
1347,CBvHeusinger,"#MdL, Parlamentarischer Geschäftsführer und Sprecher für Innenpolitik und Justiz- #gruene #gruenerlp #ltrlp #koblenz #rlp"
1348,GruenerWinkler,"(he/him) Mitglied des Landtages RLP, Vorsitzender des Gesundheitsausschusses, Mitgl. im Kulturausschuss , MdB 2002-2013"
1349,wolfgang_aldag,"twittert als Stadtrat und Landtagsabgeordneter in Sachen Umwelt, Klimaschutz, Bildung und Kultur sowie in Sachen Spaß und Lebensfreude. 🌳🌻🤓🎼😆💚🏳️‍🌈"
1350,NicoleAngerMD,"Landtagsabgeordnete DIE LINKE in Sachsen-Anhalt für Magdeburg - Sprecherin für Kinder-/Jugendpolitik, Gesundheitspolitik, Politik für Menschen mit Behinderung"
1351,joerg_bern,"Berufsschullehrer, Dozent in der Lehrerfortbildung / Fokus: Medieneinsatz, e-learning /
Freier Demokrat
Aktuell: Mitglied des Landtages von Sachsen-Anhalt"
1352,SvenCzekalla,Mitglied des Landtages von Sachsen-Anhalt | Schatzmeister CDU #Saalekreis I Vorsitzender des Stadtrates Braunsbedra I Ortsbürgermeister #Krumpa | Christ
1353,AndreasHenke4,"Oberbürgermeister a.D. , Stadt Halberstadt, Mitglied des Landtages Sachsen-Anhalt, Fraktion Die Linke"
1354,SandraHietel,Mama / Dipl.-Betriebsw. (FH) / M.A. „Innovatives Management“ / Stadträtin / vermittelnd & sachorientiert - für die Menschen - Mitglied des Landtages #ltlsa
1355,LydiaHueskens,"Ministerin Infrastruktur und Digitales Sachsen-Anhalt, @mid_lsa Präsidiumsmitgl. der @FDP, Vorsitzende der @FDP_lsa #lsa #ltlsa Twittert hier privat."
1356,AnneKeding,Für #Magdeburg im Landtag | Vizepräsidentin des @landtag_lsa
1357,JulianeKleemann,🚩 Co-Landesvorsitzende @SPD_LSA 💼Landtagsabgeordnete @spd_lt_lsa & Kreistagsfraktionsvorsitzende
1358,GKosmehl,"Jurist, Fußballfan, FDP, Mitglied des Landtags Sachsen-Anhalt, Innen- und Rechtspolitik, Medien, 🇪🇺"
1359,KonstantinPott,Landesvorsitzender Junge Liberale Sachsen-Anhalt | jüngster Abgeordneter im Landtag von Sachsen-Anhalt | 25 Jahre
1360,raeuscher,"Nachhaltigkeit, Sachlichkeit & frei von ideologischen Scheuklappen, MdL Sachsen-Anhalt"
1361,richtair,"Gesundheit und Bildung | Landtagskandidatin der @spd_lsa für Wittenberg WK 24 |  Ärztin, Master of Public Health"
1362,StefanRulandBBG,Hier twittere ich als: Mitglied des Landtages von Sachsen-Anhalt und finanzpolitischer Sprecher der @cdufraktion_LSA
1363,JScharfenort,Ich kann komplizierte Dinge einfach erklären.
1364,MScheffler_MK,SPD-Landtagsabgeordneter für den Märkischen Kreis. Sozial. Verlässlich. Für Alle.
1365,Florian59528055,"Mitglied des Landtages Sachsen- Anhalt,1.stell.der Kreistagsfraktion- Saalekreis, Vorsitzender des Ausschuss für Kultur & Sport im Saalekreis."
1366,AndreasSilbers1,Fraktionsvorsitzender @fdpfraktionlsa | stellv. Kreisvorsitzender @fdpHalleSaale | Team Silbersack twittert mit dem Kürzel (TAS).
1367,KuchSimon,Für die Menschen in unserer Heimat. Mitglied des Landtages Sachsen-Anhalt+Kreisrätin+Mutter+Ehrenamtlerin+Demokratin+Unternehmerin - EINE VON EUCH - immer!
1368,KathrinTarrico1,"Geboren wurde ich 1965 in Sachsen-Anhalt, habe Landwirtschaft studiert, war Teil der Friedlichen Revolution 1989 und bin heute mit Herz und Seele Liberale."
1369,MdlWald,•MdL Sa.-Anh./AfD-Fraktion •Stellv. Vorsitz. AfD-Fraktion KT-SK •Vorsitz. AfD-Fraktion Stadtrat MER •Stellv. Kreisvorsitz. AfD KV-SK •Vorsitz. AfD-OG Merseburg
1370,_sanaeabdi,"Bundestagsabgeordnete aus und für Köln (Porz, Kalk, nördliche Innenstadt) Entwicklungspolitische Sprecherin der @spdbt 📸https://t.co/X7akEPXrzG"
1371,Valentin_C_Abel,"Bundestagsabgeordneter für die @fdp im Wahlkreis Schwäbisch Hall-Hohenlohe, Landesvorstandsmitglied der @fdpbw"
1372,katjadler,"Bundestagsabgeordnete @fdpbt für den WK 176 Hochtaunus/ Hessen. Mein Fokus: 💛 Freiheit, 🇪🇺 Europa, Familie & Chancengerechtigkeit"
1373,s_aeffner,"Bundestagsabgeordnete @GrueneBundestag🤝
Wahlkreis Pforzheim-Enzkreis 🌿🌻
Sozialpolitik | Bürgergeld | Regelsätze | Kindergrundsicherung | Barrierefreiheit"
1374,ali_aldailami,"Vize-Vorsitzender DIE LINKE., Sprecher BAG Migration, Vorsitzender DIE LINKE. Gießen"
1375,HalakMuhanad,🏛 FDP-Bundestagsabgeordneter 🔱 Aquaman der FDP👨🏻‍💼 FDP-Kreisvorsitzender ⚖️ Kreisrat Freyung-Grafenau ⚔️ Stadtrat Grafenau 🗳 Wahlkreis Deggendorf
1376,arlt_johannes,"💂‍♀️: 39/Offizier/Europäer/Ehemann
👨‍💼: Direkt gewählter Bundestagsabgeordneter im BTWK 17 #verteidigungsausschuss #wirtschaftsausschuss"
1377,AnAudretsch,"Stv. Fraktionsvorsitzender @GrueneBundestag | Finanzen, Haushalt, Wirtschaft, Arbeit, Soziales | Im Bundestag für Neukölln | Mastodon
@anaudretsch@gruene.social"
1378,maik_aussendorf,"Bundestagsabgeordneter für BÜNDNIS 90/ GRÜNE aus Bergisch Gladbach, digitalpolitischer Sprecher, Mitglied im Ausschuss für Digitales & Wirtschaftsausschuss"
1379,TBBacherle,"MdB aus Böblingen | Digital- & Außenpolitik für @gruenebundestag | @ditisschade | Digitale Außenpolitik, Nordafrika, Datenökonomie & EU-transatlant. Beziehungen"
1380,fbanaszak,🏛 Abgeordneter @gruenebundestag für Duisburg & Sprecher der Landesgruppe NRW | 🏭 Wirtschaft/Industrie & 💶 Haushalt | 🌻 Vorsitzender @gruene_ruhr
1381,DrChristinaBaum,"von 2016-2021 für die AfD im Landtag BW. Wahlkreis 23, Main-Tauber. Jetzt Bundestagsabgeordnete der AfD. Landesgruppe Baden-Württemberg"
1382,kathabeck,Finanzpolitische Sprecherin + Leiterin AG Finanzen @gruenebundestag | Wahlhamburgerin ⚓ Wahlkreis @GRUENE_Nord | Unternehmensberaterin mit ❤️ | @fcstpauli🥳
1383,RogerBeckamp,"Immer schön bei der Wahrheit bleiben; Obmann im Ausschuss für Wohnen, Stadtentwicklung, Bauwesen… ; Vorsitzender der deutsch-iranischen Parlamentariergruppe"
1384,olafinderbeek,Klimapolitischer Sprecher 🌍 / Meerespolitik 🌊 / Auswärtiges 🗺 für Freie Demokraten @fdpbt
1385,JakobBla,@spdde | Im Bundestag für den Wahlkreis 37 Lüchow-Dannenberg - Lüneburg  | Präsidium und Landesvorstand @spdnds
1386,IngoBodtke,MdB bei @fdpbt/ Fraktionsvorsitzender FDP im Kreistag / Bundesvorstand & Landesvorsitzender der @LiMiBund/ stellv. FDP-Kreisvorsitzender
1387,Der_Starost,Ernst
1388,m_breilmann,"Bundestagsabgeordneter für Recklinghausen, Castrop-Rauxel und Waltrop.  Fraktionsvorsitzender der CDU Castrop-Rauxel."
1389,YannickBury,"Ökonom | Bundestagsabgeordneter für den WK Emmendingen-Lahr | Haushalt, Finanzen und Europa @cducsubt @cdu | davor: Volkswirt @EuckenInstitut"
1390,karlbaer,"Offizieller Account von Karl Bär, Mitglied des Bundestags für Bündnis'90/Die Grünen aus dem bayerischen Oberland. Member of Parliament in Germany for the Greens"
1391,isacademartori,"SPD-Bundestagsabgeordnete aus Mannheim, Direkt gewählt, Verkehrsausschuss + Ausschuss Wohnen & Stadtentwicklung, Lateinamerika 🚦🚲🚄🛴🚗🛬🏗️🏘️🏢👷‍♀️"
1392,juergencosse,"Mitglied des Deutschen Bundestages, SPD,  @spdbt"
1393,MarioCzaja,"Generalsekretär @CDU, MdB für #Marzahn-#Hellersdorf & Präsident @drk_berlin, früherer Senator für Gesundheit & Soziales. Es twittern Mario Czaja & Team (tc)"
1394,HakanDemirNK,"Für Neukölln im Bundestag (SPD)
Arbeiter:innenkind |
Innen- und Sozialpolitik | starke Demokratie | Menschenrechte | Migration 
    
      🌱 Natur ⚽️ Fußball"
1395,detzer_sandra,Wirtschaftspolitische Sprecherin der @GrueneBundestag • Mitglied des Deutschen Bundestages • WK #Ludwigsburg
1396,MDiedenhofen,"Im Bundestag für den Wahlkreis Neuwied/Altenkirchen | Vorstand @spdrlp | Ausschuss für Wohnen, Stadtentwicklung, Bauwesen und Kommunen"
1397,JanUlrichDieren,Rechtsanwalt im Arbeitsrecht | Mitglied des Bundestages | Ratsmitglied @moers_de | Vorstand @forum_dl21 & @ISM_e_V | Star Wars & Star Trek
