,user,profile
2146,PapstDippelAfD,
2147,AlexanderLorz_1,
2148,AlexanderLorz_1,
2149,NGersberg,"Überzeugte Offenbacherin,  Sozialdemokratin, Mitglied des Hessischen Landtags. Frauenpolitische Sprecherin. Mitglied im ASF Bundesvorstand."
2150,WaschkeSabine,
2151,Scholz_AfD,#AfD Hessen stellv. Landessprecher
2152,katywalther1,MdL Bündnis 90 / Die Grünen Hessen
2153,EstherKalveram,
2154,Catou_,
2155,GundlackTilo,
2156,SebEhlers,"PGF der CDU-Landtagsfraktion in M-V, Stadtpräsident der schönsten Landeshauptstadt der Welt, Familienmensch, HSV-Fan und vieles mehr.😀"
2157,thomasdiener,
2158,davidwulffmdl,Mitglied des Landtages Mecklenburg-Vorpommern | Parl. Geschäftsführer @FDPFraktionMV | Generalsekretär der @FDP_MV | Unternehmer | Rettungsschwimmer
2159,Der_FrederiCo,- MdL in NRW - Vorsitzender (NRW Jusos) a.D. / Für die Jusos im Vorstand der NRWSPD
2160,Tamara__Mueller,MdL in RLP - hier privat #Sozialdemokratin #Politik 📌 #Hunsrück #Mosel #Biologin #Molekularbiologie #Neuro🧠 #Klimaschutz 🌍 #Wissenschaft
2161,Michael_Frisch_,Vorsitzender der AfD Landtagsfraktion in Rheinland-Pfalz
2162,KaWaechter,Landtagsabgeordnete @cdurlp | Steuerberaterin
2163,IrisNieland,stellvertretende Vorsitzende der AfD-Fraktion im Landtag Rheinland-Pfalz 🇩🇪
2164,cws_mainz,Vorsitzende der @FDPFraktionRLP. Hier eher lesend als schreibend unterwegs.
2165,Doris_Ahnen,Staatsministerin und Landtagsabgeordnete
2166,Helge_Schwab,Politiker aus Leidenschaft
2167,MichaelSimonSPD,SPD Landtags-Kandidat für Landkreis Kreuznach
2168,EndersDr,Landrat Kreis Altenkirchen
2169,sippelheiko,"Landrat des Landkreises Alzey-Worms seit 1.1.20, Dipl. Verwaltungswirt (FH); Mitglied des Landtages Rheinland-Pfalz bis 31.12.19"
2170,MarcusKlein,"Jurist, Pfälzer, Landtagsabgeordneter und Beigeordneter in meiner Heimat"
2171,johannhauserFDP,
2172,GrimmBenne,"Ministerin für Arbeit, Soziales, Gesundheit und Gleichstellung des Landes Sachsen-Anhalt, twittert hier privat"
2173,ElkeKuch,+++ YOUR IMAGE +++ MY TEAM +++ ONE SPIRIT+++ Marketing + Design + Web + Werbung + Film + Foto + Event IHR ERFOLG IST MEINE LEIDENSCHAFT
2174,SusanSziborra,"Gesundheits-und Krankenpflegerin, Stadträtin in Quedlinburg, Mitglied des Landtages, Räuberinmutter | Tweets vom Team: /cfl"
2175,PraesidentLT_ST,"Präsident des Landtages Sachsen-Anhalt, Präsident DNK @kulturerbe_DNK, STS Kultur a.D., Fan vom Ringheiligtum Pömmelte und #Kultur #wirdgemacht #gibtSinn"
2176,Buchheim1,"Abgeordnete @linksfraktionST im Landtag von Sachsen-Anhalt, Wahlkreis Köthen"
2177,MichaScheffler,Bürgermeister in Höhnstedt
2178,DirschauerC,
2179,CorneliaKlisch,"Ich bin Ärztin, Mutter und Landtagsabgeordnete der SPD Thüringen. Und ich bin aus ganzem Herzen Erfurterin."
2180,c_herrgott,"Generalsekretär der CDU Thüringen, Mitglied des Thüringer Landtags, Vorsitzender CDU Kreisverband Saale-Orla"
2181,die_meissner,"Stellvertretende Landesvorsitzende CDU Thüringen, seit 2006 Landtagsabgeordnete, Kreistags-und Stadtratsmitglied, Ehrenamtliche Bürgermeisterin Sonneberg"
2182,mdl_schubert,"Mitglied des Thüringer Landtages
Wirtschaftspolitischer Sprecher Fraktion DIE LINKE_Th,
Vorsitzender der Stadtratsfraktion in Gera,Russlandversteher, Radfahrer"
2183,Cotta_AfD,"Bankbetriebswirt
MdL in Thüringen 
Stellv. Fraktionsvorsitzender der @AfD_ThL 
Sprecher für Medienpolitik, Finanzpolitik, Sportschützen und Jagd"
2184,maurer_katja,Kommunalpolitische Sprecherin und stellv. Fraktionsvorsitzende für @linke_thl | Fraktionsvorsitzende @dielinke_erfurt im Stadtrat 🏰
2185,MaikKowalleck,
2186,RMMontag,🗽Generalsekretär FDP Thüringen 🤵🏻MdL 👨🏼‍⚕️Gesundheitspolitik 🚑Vorsitzender AG Gesundheit FraVoKo der FDP
2187,lenaguengoer,Abgeordnete @ThuerLandtag @linke_thl II Arbeits- und Gewerkschaftspolitik II Fraktionsvorsitzende @dieLinkeJena II Vorstandsvorsitzende @RLS_Thueringen
2188,UteBergner,"MdL, Mitglied des Thüringer Landtags
Geschäftsführende Gesellschafterin VACOM"
2189,rimuehl,"Polizist und etwas Politiker.
Thüringer Landtag - Innenpolitischer Sprecher und im Stadtrat Erfurt"
2190,OlafScholz,"Bundestagsabgeordneter für den Wahlkreis 61, Sozialdemokrat @spdde, @bundeskanzler. Hier twittert das Team Olaf Scholz."
2191,c_lindner,Bundesminister der Finanzen. Bundesvorsitzender der Freien Demokraten. Es twittern er selbst (CL) und sein Team (TL).
2192,NancyFaeser,Bundesministerin des Innern und für Heimat | Landesvorsitzende SPD Hessen | ❤️
2193,ABaerbock,Offizieller Twitter Account von Außenministerin Annalena Baerbock │ Official Twitter Account of Foreign Minister Annalena Baerbock
2194,MarcoBuschmann,Bundesminister der Justiz • Mitglied des Deutschen Bundestags • Es twittern Marco Buschmann und Team Buschmann (TB)
2195,hubertus_heil,"Bundesminister für Arbeit und Soziales, MdB für den Wahlkreis Gifhorn/Peine. Stellvertretender Vorsitzender der SPD."
2196,cem_oezdemir,Direkt gewählter Bundestagsabgeordneter für Stuttgart & Bundesminister für Ernährung und Landwirtschaft
2197,Karl_Lauterbach,"SPD Bundestagsabgeordneter, Bundesgesundheitsminister, der hier selbst und privat tweetet."
2198,Wissing,"Bundesminister für Digitales und Verkehr, Vorsitzender der FDP Rheinland-Pfalz Impressum: https://t.co/pNKasLMS7j"
2199,Wissing,"Bundesminister für Digitales und Verkehr, Vorsitzender der FDP Rheinland-Pfalz Impressum: https://t.co/pNKasLMS7j"
2200,SteffiLemke,Bundesumweltministerin @BMUV | Mitglied des Deutschen Bundestages (Bündnis 90/Die Grünen) | Paddlerin | Dessau-Rosslau | Hier twittere ich selbst
2201,starkwatzinger,Bundesministerin für Bildung und Forschung • MdB • Landesvorsitzende der FDP Hessen • Bürgerin • Aus vollem Herzen Mutter.
2202,SvenjaSchulze68,"Münsteranerin, Sozialdemokratin, MdB und Bundesministerin für wirtschaftliche Zusammenarbeit und Entwicklung. Das ist mein persönliches Twitter-Profil."
2203,bodoramelow,Mensch
2204,WTiefensee,"Bin in Gera geboren,
in Sachsen aufgewachsen, 
hab' ziemlich lange dort gelebt.
Zurückgekehrt zu meinen Wurzeln und
nun im schönen Thüringen unterwegs."
2205,BenjaminHoff,Father of 3 sons / Minister & Head of State Chancellery @thueringende / @dielinke / my views / RT ≠ endorsements / Not the author of „The Tao of Pooh“ 🇪🇺 🚩✡️
2206,HeikeTaubert,"Thüringer Finanzministerin, Stellv. Ministerpräsidentin a.D.
hier privat"
2207,AnjaSiegesmund,Designierte Präsidentin des @bde_presse und des @kirchentag_de | Ministerin a.D. | Hier privat.
2208,GeorgMaier8,Minister für Inneres und Kommunales des Freistaates Thüringen. Twittert hier privat. RT isn‘t endorsement.
2209,GruenerDirk,"Thüringer, Erfurter, Outdoor und Laufen (Minister für Migration, Justiz und Verbraucherschutz aD)"
2210,SuzaKarawanskij,
2211,HeikeWernerTH,"Thüringer Ministerin für Arbeit, Soziales, Gesundheit, Frauen und Familie; Mitglied Landesvorstand LINKE Thüringen"
2212,HelmutHolter,"Thüringer Minister für Bildung, Jugend und Sport. Twittert hier privat. RT ist keine Zustimmung."
2213,MalteKrueckels,Thüringer Staatssekretär für Medien und Bevollmächtigter beim Bund | Fotos: Copyright S-WOK/Thomas Pflaum | Tweets vom Pers. Referenten als ST markiert
2214,GoetzeUdo,
2215,CIO_Thueringen,Hier twittern Dr. Schubert & sein Team zum #EGovernment in Thüringen. Tweets seines Teams enden mit (TCIO) https://t.co/y5z6iRLMOf
2216,FellerCarsten,"Wirtschaft und Wissenschaft, Sozialdemokrat, Staatssekretär im TMWWDG, hier privat"
2217,valentinakerst,"Staatssekretärin a.D., Digitalisierung, Politik, Lust auf Zukunft"
2218,guterolaf,Umweltstaatssekretär a.D. im Grünen Herzen Deutschlands - hier privat
2219,Torsten_Weil,"hier rein privat unterwegs aber mit Haltung und Standpunkten. geboren im wilden Osten, und heute Pendler zwischen West und Ost."
2220,die_linke_th,Hier twittert das Presse- und Social-Media-Team des Landesverbandes DIE LINKE. Thüringen.
2221,Linke_Thl,DIE LINKE. Fraktion im Thüringer Landtag
2222,SPDThueringen,Hier twittert das Team der Thüringer SPD. Gemeinsam mit unserem Vorsitzenden @GeorgMaier8 kämpfen wir für ein solidarisches #Thüringen!
2223,spdthl,Infos über die Arbeit der 8 Abgeordneten der SPD-Fraktion im Thüringer Landtag - RT ≠ endorsement. #plenumth #spd #thueringen
2224,gruenethl,Unsere MdL: @Astrid_RB @henfling_m @OMueller_Jena @BPfefferlein @laura_wahl_ / https://t.co/BLicoEdM2a / https://t.co/FIaDiGgHMj
2225,Gruene_TH,@Die_Gruenen in Thüringen 💚 🌻 Landessprecher*innen: @green_annsophie & @_MaxReschke Landtagsfraktion: @gruenethl Impressum: https://t.co/zb7r2eNRtS
2226,cdu_thueringen,Die @cdu_thueringen ist die #Volkspartei in Thüringen. @MarioVoigt ist unser Landesvorsitzender und @c_herrgott unser Generalsekretär.
2227,cdu_fraktion_th,HEIMAT. LAND. THÜRINGEN. | Politik aus dem Thüringer Landtag | Vorsitzender @mariovoigt
2228,AfD_Thueringen,Twitteraccount des Landesverbandes Thüringen der Alternative für Deutschland (#AfD) | Facebook: https://t.co/BricD2hGeF
2229,fdp_thueringen,"Neuigkeiten und Updates rund um die Politik der FDP Thüringen und alles, was die Liberalen bewegt."
2230,SozialesTH,"Hier twittert das Team der Pressestelle des Thüringer Ministeriums für Arbeit, Soziales, Gesundheit, Frauen u. Familie | https://t.co/BpwdH9zTjp"
2231,UmweltTH,"Thüringer Ministerium für Umwelt, Energie und Naturschutz // hier twittert die Pressestelle // Impressum: https://t.co/BkuymH6YJL"
2232,TMIKThueringen,Hier twittert das Presseteam des Thüringer Ministeriums für Inneres und Kommunales. Kontakt: presse@tmik.thueringen.de
2233,TMIL_Thueringen,Offizieller Twitter-Kanal des Thüringer Ministerium für Infrastruktur und Landwirtschaft. Hier twittert das Team der Pressestelle.
2234,thueringende,Offizieller Twitter-Kanal der Thüringer Staatskanzlei. Nachrichten und Informationen zum Freistaat Thüringen | https://t.co/ntjgD4ZP6v
2235,FinanzenTH,"Hier twittert das Team des Thüringer Finanzministeriums zu Steuern, Haushalt, Finanzen und eGovernment des Freistaats. 
https://t.co/Oir4bqCYaH"
2236,tmwwdg,Offizieller Twitterkanal des TMWWDG. Hier twittert das Team der Pressestelle. https://t.co/aEmyBMCwyw
2237,BildungTH,"Hier twittert das Team der Pressestelle des Thüringer Ministeriums für Bildung, Jugend und Sport – Datenschutz: https://t.co/8wegVtWKGp…"
2238,Markus_Soeder,"Offizieller Twitter-Kanal von Markus Söder,
Bayerischer Ministerpräsident und @csu-Vorsitzender"
2239,fwhfreising,Leiter der bay. Staatskanzlei und Staatsminister für Bundesangelegenheiten und Medien - Mitglied des Bayerischen Landtags für den Stimmkreis #Freising - #Bayern
2240,MelanieHuml,Bayerische Staatsministerin für Europaangelegenheiten und Internationales
2241,KS_MdL,"Kerstin Schreyer, Staatsministerin a.D., Stimmkreisabgeordnete für München Land-Süd"
2242,MichaelPiazolo,Staatsminister für Unterricht und Kultus / Stellv. Landesvorsitzender der Freien Wähler Bayern / Vorsitzender der Freien Wähler München
2243,HubertAiwanger,Politiker aus Leidenschaft. FREIE WÄHLER.
2244,klausholetschek,"Klaus Holetschek MdL (CSU), in Memmingen daheim, für Bayern Minister, im Allgäu verwurzelt.
#bayern #bayerngemeinsam
https://t.co/Hsx5xH96kN"
2245,gerlach_judith,"MdL, Bayerische Staatsministerin für Digitales"
2246,rolandweigert,"Staatssekretär im Bayerischen Staatsministerium für Wirtschaft, Landesentwicklung und Energie"
2247,csu_lt,Hier twittert die Pressestelle der CSU-Fraktion im Bayerischen Landtag.
2248,CSU,Hier twittert das CSU-OnlineTeam. Impressum: https://t.co/VJFsfiOaeJ Informationen zum Datenschutz: https://t.co/FOavB8KCvn
2249,fw_bayern,Hier twittert die Landespressestelle #FREIEWÄHLERBayern #FW / #AnpackenfürBayern / Impressum: https://t.co/290Klcv6fK
2250,Gruene_Bayern,"Fair & demokratisch diskutieren: https://t.co/t8Ohgc6qte…
https://t.co/g0AzNHQWXv & https://t.co/dS3Pe0xRBF"
2251,GrueneLandtagBY,Für die Fraktion von Bündnis 90/Die Grünen im @Landtag_Bayern twittert das Kommunikationsteam der Landtags-Grünen
2252,AfD_Bayern,Hier twittert der bayerische AfD-Landesverband | (@AfD_Bayern)| https://t.co/ang6dbmdzp | Jetzt auch im Landtag | https://t.co/uPacAhaqEs
2253,AfD_Bayern_LT,Hier twittert die bayerische AfD-Landtagsfraktion | (@AfD_Bayern_LT)| Folgt uns | Unterstützt uns | https://t.co/XeV31M4GuL… |
2254,BayernSPD,"#MachenStattSödern! Für ein bezahlbares Bayern. Für soziale Politik. Für Dich.
https://t.co/ODUEyhtUu7"
2255,BayernSPD_Lndtg,Hier zwitschert die Pressestelle der SPD-Fraktion im Bayerischen Landtag (#ltby)
2256,fdpbay,"News und Updates rund um die Politik der FDP Bayern und alles, was die Liberalen bewegt. Impressum: https://t.co/JnBLpGkS1r Datenschutz: https://t.co/u4OT9vhRFv"
2257,fdpltby,Voller Ideen für das Bayern von morgen! 🚀
2258,BauenBewegen,"Alle Neuigkeiten rund um #leben #bauen #bewegen

💪| Bauministerium
🚧🏗👷‍♂️👷‍♀️🏡🏘🏬🏙⛪🏟🏛🏫🏭🏰🌉

🚦| Verkehrsministerium
🚗🚲🚍🚆🚛⛵🚢✈🚡🛴🚜🏍🚅🚇🚊"
2259,BayStMI,"Herzlich willkommen beim Bayerischen Staatsministerium des Innern, für Sport und Integration. Netiquette, Datenschutz und Impressum: https://t.co/vNwmvmhLqo."
2260,KM_Bayern,"Willkommen auf unserem Account.💙
Hier twittert das Social-Media-Team.🙋‍♀️🙋

https://t.co/BIIQE446IP https://t.co/pnTIoXVpF6 https://t.co/sya1DXyDpS…"
2261,Finanzen_Bayern,Offizieller Twitter-Account des Bayerischen Staatsministeriums der Finanzen und für Heimat
2262,BayStMWi,"Servus, wir sind der Standort Bayern! 👋

💬  Sprecht mit uns über die Themen Energiewende, Wasserstoff, Hightech & Start-ups. 

Impressum&Datenschutz👇"
2263,STMUV_Bayern,Hier twittert das Bayerische #Staatsministerium für #Umwelt und #Verbraucherschutz. Das erste Umweltministerium in Deutschland und weltweit!
2264,StMGP_Bayern,"Bayerisches Staatsministerium für Gesundheit und Pflege – Offizieller Twitter Account.
Informationen zu Gesundheit und Pflege in Bayern und zur Corona-Pandemie."
2265,FranziskaGiffey,"Bürgermeisterin, Senatorin für Wirtschaft, Energie und Betriebe @SenWiEnBe & Vorsitzende der @SPDBerlin           📷 H.C. Plambeck"
2266,Bettina_Jarasch,"Fraktionsvorsitzende @gruenefraktionb | 💚 für #Menschen #Klimaschutz #Zusammenhalt #ökosozial
#ZeitFürGrün"
2267,klauslederer,"Weltbürger, Linker, Mitglied des Abgeordnetenhauses von Berlin, hier privat"
2268,dpwes,Mitglied @GrueneFraktionB @AGH_Berlin (er/ihn) #Kulturpolitik | Profilbild: @VillwockVincent
2269,IrisSpranger,Senatorin für Inneres und Sport | Sozialdemokratin aus Marzahn-Hellersdorf
2270,katjakipping,Sozialpolitikerin. hier privat https://t.co/2cElEoEwLm
2271,RamonaPop,Vorständin @vzbv
2272,DilekKalayci22,
2273,ElkeBreitenbach,Abgeordnete der Linken im Berliner Abgeordnetenhaus
2274,KLompscher,
2275,Dirk_Behrendt,Senator a.D.
2276,RegineGuenther,Direktorin Stiftung Denkfabrik Klimaneutralität
2277,BoehningB,"Film, Kultur und Eisern."
2278,cjgaebler,"https://t.co/8Wmle0XFeE.Verkehrswesen,Fußball-Schiri/-Spieler,Vizepräs.Berliner Fußball, Chorsänger, SPD, Senator für Stadtentwicklung, Bauen und Wohnen in Berlin, hier privat"
2279,SteffenKrach,Präsident der @RegionHannover. ❤👨‍👩‍👦‍👦+👶. SPD. #H96.
2280,SawsanChebli,"Sozialdemokratin, Feministin, Mutter. Will die Welt gerechter machen. Positive Energie und gute Ideen sind willkommen, Hass& Drohungen werden angezeigt"
2281,Mac_Frank,Alter Verwalter und smarter Stadtgestalter. Mein Ding: Menschen - Prozesse - Strukturen. #Sozi #UTB #GemischteStadt
2282,Crickerts,Staatssekretär @SenWiEnBe a.D.| Wikimedian (@WikimediaDe) a.D.
2283,SabineSmentek,neugierig
2284,martinmatz,"Innenpolitischer Sprecher SPD, Abgeordnetenhaus von Berlin, Zehlendorf/Lichterfelde. Früher: BzStR, Diakonievorstand, StS. Stets: SPD, ev., lebenslang grünweiß"
2285,AndrejHolm,"Stadtsoziologe, Aktivist, parteilos aber parteiisch für die Interessen der Mieterinnen und Mieter. @AndrejHolm@berlin.social"
2286,wenkexin,"Berlinerin, Internationalistin, Stadtpolitikerin.
Staatssekretärin für Integration und Soziales in Berlin."
2287,IngmarStreese,"Abteilungsleiter Klimaschutz, Energie und Mobilität, MKUEM, Rheinland-Pfalz - privat"
2288,FischerSeverin,Staatssekretär für Energie und Betriebe bei der @SenWiEnBe - hier privat unterwegs
2289,amtrasnea,"Mitglied des Deutschen Bundestages @spdbt, Landesvorstand @spdberlin, Bevollmächtigte und Staatssekretärin a.D."
2290,Kam_Markus,"Überzeugter Volkswirt, Europäer, Pankower und Vater. Staatssekretär a.D. #Berlin, mag es wohltemperiert / views are my own"
2291,aziz_b,"Staatssekretär für Soziales in Berlin, Co-Vorsitzender der AG Migration und Vielfalt in der SPD"
2292,wettafrosch,#💚 privat hier #Berlinerin
2293,UelkerRadziwill,"Co-Vorsitzende Forum DL21-Die Linke in der SPD. 2001-2021 Sprecherin für Soziales der SPD-Fraktion #AGH, Staatssekretärin a.D. #Sozi #Berlinerin #MdA"
2294,_MichaelBiel_,
2295,TinoSchopf,
2296,armaghipour,Board @ndorgs & @deutschplus
2297,spdberlin,SPD-Landesverband Berlin - Informationen aus dem Kurt-Schumacher-Haus zur Berliner Landespolitik • Impressum: https://t.co/sYz6U50UAq
2298,spdfraktionbln,Hier twittert die SPD-Fraktion des Abgeordnetenhauses. Unsere Abgeordneten arbeiten mit vollem Einsatz im Parlament und vor Ort für Berlin.
2299,gruene_berlin,"Grüner Landesverband für Berlin.
Für ein grünes und gerechtes Berlin.
⬇️
https://t.co/iq3o3cFYze"
2300,GrueneFraktionB,"Berlin. Öko. Sozial. 🐻🌻💚 Mit 34 Abgeordneten machen wir Politik für 3,8 Millionen | Fraktion von BÜNDNIS 90/DIE GRÜNEN im Berliner Abgeordnetenhaus"
2301,dielinkeberlin,DIE LINKE. Landesverband Berlin | News und Wissenswertes aus der Landesgeschäftsstelle | Mitmachen: https://t.co/eEyTQE6KJR
2302,LinksfraktionB,"Lasst euch nichts erzählen, dass man nichts ändern kann! Wir freuen uns auf sachliche Debatten. 
Auch: https://t.co/VeocnCpdyK…"
2303,AfDBerlin,•Mitteilungen & Kommentare des #AfD Landesverbandes Berlin •Impressum: https://t.co/boeXTCnann •RT ≠ Zustimmung! • Fraktion: @AfDFraktionAGH
2304,cduberlin,Hier twittert die Pressestelle des CDU Landesverbandes #Berlin.
2305,CDUBerlin_AGH,Hier twittert die Pressestelle der CDU-Fraktion im #Abgeordnetenhaus von #Berlin. Impressum: https://t.co/DSFwg1Qo3u
2306,fdp_berlin,https://t.co/dlaygy91Y3
2307,FDPFraktionBLN,"Live aus dem Abgeordnetenhaus von Berlin: 12 Abgeordnete, 1000 Ideen für #Bildung🎓, #Wirtschaft🚀, #Digitalisierung📱. #AGH"
2308,SenUMVKBerlin,
2309,SenBJF,"Hier twittert das Social Media Team der Senatsverwaltung für Bildung, Jugend und Familie."
2310,senfin,Hier twittert die Pressestelle der Senatsverwaltung für Finanzen
2311,Innensenatorin,"Hier postet das Social-Media-Team der #SenInnSport über Innenpolitik, Sicherheit und Sport in Berlin. | Instagram: seninnsportberlin | Netiquette: https://t.co/RlNpbG2EdI"
2312,SenKultEu,
2313,SenWiEnBe,"Hier twittert die Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin."
2314,SenSBW,
2315,SenIAS_Berlin,
2316,ManuelaSchwesig,"Ministerpräsidentin von Mecklenburg-Vorpommern, Landesvorsitzende der SPD MV und Familienmensch."
2317,SimoneOldenburg,
2318,BettinaMartin4,"Ministerin für Wissenschaft, Kultur, Bundes- und Europaangelegenheiten #MV | MdL südl. Vorpommern & Uckermark | hier privat unterwegs!"
2319,dr_geue,
2320,JacbeJacqueline,
2321,MathiasBrodkorb,"Studium der Philosophie und Gräzistik, Minister a.D., freier Publizist"
2322,Dahlemann,"Chef der Staatskanzlei M-V, MdL, Kommunalpolitiker und Sozi"
2323,heikomirass,
2324,ju_name,"Europäerin, Feministin, Sozialdemokratin. Bevollmächtigte des Landes Mecklenburg-Vorpommern beim Bund, twittert aber privat."
2325,FrStraetmanns,"Ostwestfale seit Geburt! Zur Zeit aktiv in MV, Läufer, Fußballer und Camper .Dies ist mein privater Account!"
2326,SPDMV,"Wir bringen unser Land seit 1990 #gemeinsaMVoran. Uns geht‘s um soziale Gerechtigkeit, starke Wirtschaft und intakte Natur. Bist du dabei? 🚀"
2327,SPDLandtagMV,Zur Landespolitik aus MV twittert die Pressestelle der SPD-Landtagsfraktion M-V. https://t.co/SPD9VXTZGr…
2328,DIE_LINKE_MV,DIE LINKE. Mecklenburg-Vorpommern - Wir sorgen für soziale Gerechtigkeit im Nordosten.
2329,AfD_MV,Wir sind der Landesverband Mecklenburg-Vorpommern der Alternative für Deutschland
2330,CDUMV,Hier twittert der CDU Landesverband Mecklenburg-Vorpommern mit 5.700 Mitgliedern 💪🏻🚀. #cdumv
2331,cdufraktionmv,Hier twittert die CDU-Fraktion im Landtag von Mecklenburg-Vorpommern.📱🎥🗣✍🏻
2332,GRUENE_MV,Hier twittern für euch BÜNDNIS 90/DIE GRÜNEN Mecklenburg-Vorpommern.
2333,GruenerLandtag,"Für ein starkes, demokratisches, soziales, weltoffenes & klimaneutrales MV: BÜNDNIS 90/DIE GRÜNEN MV im Landtag 🌻🌳🦌🐠🌈⚓️👩🏻‍🤝‍👨🏽🌎💚 #GrünimSchloss"
2334,FDP_MV,Die Stimme der Freiheit im Nordosten. Impressum und Datenschutz: https://t.co/OWPa3bQStt
2335,bildung_mv,
2336,innen_mv,"Account des Ministeriums für Inneres, Bau und Digitalisierung M-V; keine Presseanfragen; Datenschutz: https://t.co/Yd2VFDpRMT; Richtlinie: https://t.co/JmfZJcj50q"
2337,sozial_mv,"Offizieller Account des Ministeriums für Soziales, Gesundheit und Sport Mecklenburg-Vorpommern. Impressum: https://t.co/5Cl1cIhujt"
2338,Wissing,"Bundesminister für Digitales und Verkehr, Vorsitzender der FDP Rheinland-Pfalz Impressum: https://t.co/pNKasLMS7j"
2339,ulrikehoefken,Hier twittert die rheinland-pfälzische Umweltminsterin Ulrike Höfken sowie ihr Presseteam. Tweets der Mitarbeiter/innen enden mit dem Kürzel (ma).
2340,Doris_Ahnen,Staatsministerin und Landtagsabgeordnete
2341,katharina_binz,"Ministerin für Familie, Frauen, Kultur, Integration des Landes Rheinland-Pfalz | she / her  | 💚"
2342,Schmitt_FDP,"Staatsministerin für Wirtschaft, Verkehr, Landwirtschaft und Weinbau
Stv. Vorsitzende der FDP Rheinland-Pfalz 
Impressum: https://t.co/zx2SIaecj0"
2343,Alex_Schweitzer,Sozialdemokrat. Pfälzer. Minister für #Arbeit #Soziales #Transformation und #Digitalisierung. Für die #Südpfalz im Landtag #RLP. 1.FC Kaiserslautern und 🌱
2344,clemenshoch,"Minister für Wissenschaft und Gesundheit Rheinland-Pfalz - hier mit politischer Meinung, aber privat"
2345,katrineder,
2346,HeikeRaab,"Bevollmächtigte #RLP Medienpolitikerin, Koordiniererin der Rundfunkkommission, Vors. Medienkommission SPD, Europapolitik @EU_CoR Mitglied"
2347,StS_Griese,"Hier twittert Dr. Thomas Griese, Staatssekretär a.D., Mitglied im StädteRegionstag Aachen. @StS_Griese"
2348,sweinberg,
2349,alt_aber_gut,
2350,pfernis,Liberaler im Kopf und im Herzen. Fraktionsvorsitzender der Freien Demokraten im Landtag Rheinland-Pfalz. Twittere hier meine persönliche Meinung.
2351,bettinabrueck,
2352,spdrlp,"Mit Malu Dreyer gemeinsam für ein starkes, gerechtes, sozialdemokratisches Rheinland-Pfalz! Mehr dazu auf https://t.co/1A0ND0CrS4! 🤝❤️"
2353,SPDFraktionRLP,"Die SPD-Fraktion im Landtag Rheinland-Pfalz. 
Impressum: https://t.co/zcEcj1JU9n"
2354,gruene_rlp,Hier twittert BÜNDNIS 90/DIE GRÜNEN Rheinland-Pfalz
2355,GrueneLtRLP,Hier twittert das Team von BÜNDNIS 90/DIE GRÜNEN im Landtag Rheinland-Pfalz.
2356,fdprlp,Liberale Tweets für Rheinland-Pfalz. Impressum: https://t.co/WrkfkuDUxI…. Datenschutzerklärung: https://t.co/25RR1nMXFB….
2357,FDPFraktionRLP,Freie Demokraten (FDP) im Landtag RLP (#ltrlp) | Impressum: https://t.co/8NwORp0fzm | Datenschutz: https://t.co/5VGJ0TTdsZ…
2358,RLP_AfD,Es zwitschert der Landesverband der AfD Rheinland-Pfalz + https://t.co/pbIuKuig0g… + https://t.co/NlBQE9VTc4… + https://t.co/7O1Dgd2JFf
2359,AfD_RLP,Der Landesverband der Alternative für Deutschland in Rheinland-Pfalz
2360,AfDFraktionRLP,Wir sind Deine Stimme im Landtag!
2361,cdurlp,"CDU-Landesverband Rheinland-Pfalz. #starkimteam
Impressum: https://t.co/Xh2MqEUExQ"
2362,CDUFraktionRLP,CDU-Landtagsfraktion Rheinland-Pfalz. Impressum: https://t.co/XOY9OtzOOB
2363,FREIEWAEHLERRLP,ZUKUNFT für Rheinland-Pfalz ist wählbar: FREIE WÄHLER treten an zur Landtagswahl 2011
2364,fw_rlp,Landesvereinigung FREIE WÄHLER Rheinland-Pfalz
2365,rlpNews,Online-Redaktion der Staatskanzlei #RLP & Malu #Dreyer. Impressum https://t.co/rmjF53enwy Datensch. https://t.co/8hHsPYlJqG Netiquette https://t.co/CjM2lkNPQe
2366,innen_rlp,Ministerium des Innern und für Sport Rheinland-Pfalz & Innenminister Michael #Ebling // Impressum: https://t.co/vDdA91NtB3
2367,MWGRLP,Ministerium für Wissenschaft und Gesundheit RLP | Datenschutz: https://t.co/FoQC4POyEG | Impressum: https://t.co/qBN6Jj7QFd | Netiquette: https://t.co/jIJXR0L7vc
2368,FM_RLP,"⌨ Pressestelle des Finanzministeriums #RLP
Impressum: https://t.co/wzybQrwsJj Datenschutz: https://t.co/KNpILUnS4W Netiquette: https://t.co/9IbqbNqW6e"
2369,Soziales_RLP,
2370,Bildung_RLP,Hier twittert die Pressestelle des Ministeriums für Bildung Rheinland-Pfalz. Impressum: https://t.co/DoNEbOFgOf Netiquette: https://t.co/JAXbkuxOlP Datenschutz: https://t.co/8cDxD031RO
2371,MWVLW_RLP,"Hier twittert das Team des MWVLW Rheinland-Pfalz. Impressum: https://t.co/zyzM83zNsw, Datenschutz: https://t.co/wTGaBPFTK4"
2372,JM_RLP,Aktuelles  und Pressemitteilungen direkt aus dem Ministerium der Justiz Rheinland-Pfalz  Impressum: https://t.co/Kb1dIAWCHH Datenschutz: https://t.co/VeLc5nrTXN
