X;twitter_handle;profile;user_id;party
1468;jethoru;Links und frei 🌹 | MdB der @spdde für den WK Koblenz 🇩🇪 | Mitglied Haushaltsausschuss 💶 | Stadtrat in Koblenz 📍 | Europäer 🇪🇺 | Schängel ♥️ | FCK 👹;540276932;SPD
1469;sacher_mchl;#Literatur #Kunst #Politik @Die_Gruenen Mitglied des deutschen Bundestages;3294006790;Bündnis 90/Die Grünen
1470;CatarinaDosSa;🚀 jüngstes MdB der @cducsubt Fraktion im Bundestag für @SR_Aachen_News (WK 88) | 🖇 Rechtsanwältin;7,20218E+17;CDU
1471;ulle_schauws;Feministin 🚺 🏳️‍🌈 Grüne Bundestagsabgeordnete #Frauen #Queer #Lesben #Equalrights #Menschenrechte #Kultur #FeminismUnited - Film- u. Fernsehwissenschaftlerin;17363943;Bündnis 90/Die Grünen
1472;AfDrus;"Eugen Schmidt,
das Netzwerk '#Russlanddeutsche für die #AfD', 
kontakt@russlanddeutsche-afd.nrw,  

https://t.co/kd7sjnezhg, 
https://t.co/ro6SKdS0vb, 
https://t.co/SWXVENwklt";8,065E+17;AfD
1473;DS_AfD;"Mitglied Kreistag Saalekreis /
Fraktionsvorsitzender Stadtrat Braunsbedra";8,93574E+17;SPD
1474;cj_schroeder;MdB | Sprecherin für Wohnen, Stadtentwicklung, Bauwesen und Kommunen @GrueneBundestag | Ausschuss für Ernährung & Landwirtschaft | Kreistag Wesermarsch;724395216;Bündnis 90/Die Grünen
1475;ria_schroeder;Mitglied des Deutschen Bundestags 💛 Bildungspolitische Sprecherin @fdpbt 🚀 Bundesvorstand @fdp ⚓️ Stellv. Landesvorsitzende @fdphh #Hamburg;3064795323;FDP
1476;_anja_schulz;MdB für NDS @fdpbt • Ausschuss für Arbeit u. Soziales • Finanzausschuss • Generationengerechtigkeit • Liebe zum Norden • jubeln @fcstpauli;8,25777E+17;FDP
1477;jamila_anna;Bundestagsabgeordnete für #München-Süd und Landesgruppenchefin der @gruenebayern 🌻|  💶Haushaltsausschuss | 🌎 Auswärtiger Ausschuss;859883348;Bündnis 90/Die Grünen
1478;sebastian_es_;Vater, Grüner Genussmensch, Haushalt, Finanzen, Klimaschutz, Gerechtigkeit, MdB von Bündnis 90 / Die Grünen für Esslingen, BW;3367452609;Bündnis 90/Die Grünen
1479;lime_green_leni;🌻MdB @GrueneBundestag 🏳️‍🌈 Im Bundestag zuständig für politische Bildung, Demokratieförderung, Antisemitismusbekämpfung, jüdisches Leben und vieles mehr 💪.;314230960;Bündnis 90/Die Grünen
1480;StSeiter;MdB, Sprecher für Forschung, Technologie und Innovation der @fdpbt, FDP Rems-Murr, Professor für VWL, Baden-Württemberg. Immer denken: Die Gedanken sind frei.;7,43355E+17;FDP
1481;Lina_Seitzl;MdB im Landkreis Konstanz | Kreisrätin | @spdbt | #firstgenerationstudent | fighting educational inequality | she/her;2474314748;SPD
1482;Melis_S;Mannheimerin| Grüne MdB | Obfrau im Wirtschaftsausschuss im Deutschen Bundestag| StartUps🚀| Health Economy🏥| Mittelstand ⚙️|;289583425;Bündnis 90/Die Grünen
1483;nyke_slawik;🏛 Abgeordnete @gruenebundestag |📍aus Leverkusen/Köln;3002271760;Bündnis 90/Die Grünen
1484;spellerberg_m;Mitglied des Bundestages - Sicherheit • Feminismus • Abrüstung - WK Dresden II Bautzen II;9,05109E+17;Bündnis 90/Die Grünen
1485;ninastahr;"Bundestagsabgeordnete Bündnis 90/Die Grünen, Steglitz-Zehlendorf. Bildungs- und forschungspolitische Sprecherin; Familie, Kinderrechte. Team twittert (ts)";19530651;Bündnis 90/Die Grünen
1486;jens_steiner;Kommunikationsberater | Kreis- und Fraktionsvorsitzender von Bündnis 90/Die Grünen im Kreis Borken | Tweets über Politik, Kommunikation und das Münsterland;384258875;SPD
1487;CvStetten;MdB und Vorsitzender des Parlamentskreis Mittelstand (PKM) von CDU/CSU. @cducsubt;1334019378;CDU
1488;stuewer;MdB @spdbt für Berlin Steglitz-Zehlendorf  🚩 Kreisvorsitzender der @SPD_SZ 📚🔬 🎒🎓🪄Ausschuss für Bildung und Forschung. 🚉🚲🛹 Mobilität der Zukunft;94592987;SPD
1489;jensteutrine;Abgeordneter im Deutschen @Bundestag • Vorsitzender Junge Gruppe & Sprecher für Bürgergeld der @fdpbt • Mitglied im Bundesvorstand @FDP;8,0155E+17;FDP
1490;anja_troff;Diplom-Pädagogin | Bundestagsabgeordnete | Sozialdemokratin | Ostfriesin mit Leidenschaft für alles Maritime | Festmacherin der SPD-Küstengang;1,44319E+18;SPD
1491;derya_tn;"MdB @SPDbt, Antifaschistin,Feministin,
Ausschuss für Menschenrechte u. humanitäre Hilfe, AwZ, Europarat, Obfrau Enquete Kommission Afghanistan";1,16269E+18;SPD
1492;katrinuhligbn;🏛️Bundestagsabgeordnete für Bonn 🌻Berichterstatterin für Erneuerbare Energien und Energieeffizienz & Sprecherin Landesgruppe NRW @gruenebundestag (sie/ihr);1,34646E+18;Bündnis 90/Die Grünen
1493;VriesChristoph;"🇩🇪 CDU-MdB
Echter 🍔, bürgerlicher Christdemokrat und überzeugter 🇪🇺
📍 WK Hamburg-Mitte 
👮🏼‍♂ Innen- und Migrationspolitik
👨‍👩‍👦‍👦 Familienpolitiker";1,19393E+18;CDU
1494;WagenerNiklas;MdB für Unterfranken und Bayern 🌻 Stadtrat in Aschaffenburg 🚂 Für den Wald in Berlin🌳🪵🌲 Ausschuss für Ernährung und Landwirtschaft & Verteidigungsausschuss;1166603377;Bündnis 90/Die Grünen
1495;robinwagener;Außenpolitiker @gruenebundestag,   Koordinator @auswaertigesamt für den Südlichen Kaukasus, Moldau & Zentralasien, Vorsitzender 🇩🇪-🇺🇦Parlamentariergruppe;392302434;Bündnis 90/Die Grünen
1496;Krawallstein;Eine Unparteiische aber nicht Parteilose! Direkt gewählte SPD-Bundestagsabgeordnete für Cottbus und Spree-Neiße (Brandenburg), Fußballschiedsrichterin.;2423392771;SPD
1497;CarmenWegge;Juristin, Juso, Slammerin & MdB | Kämpft als Innen- & Rechtspolitikerin für Gleichstellung, Grundrechte, Datenschutz, gegen Rechts & für #legalizeit;1,08617E+18;SPD
1498;SaskiaLeaRaquel;Grüne Bundestagsabgeordnete aus München | Obfrau im Gesundheitsausschuss | Feministische Gesundheitspolitik und Fachkräftemangel im Gesundheitswesen;574285449;Bündnis 90/Die Grünen
1499;thereallenzii;Bundestagsabgeordnete im Eifel-Mosel Kreis Teenie-Abgeordnete #eifelkreisbitburgprüm  #vulkaneifel #bernkastelwittlich #SPD #Feministin;38250199;SPD
1500;TobiasWINKLER_;📍 MdB für Fürth, Fürth-Land & Neustadt a.d. Aisch / Bad Windsheim | Heimatverbundener Europäer;2811445750;CSU
1501;NZippelius;Direkt gewählter Abgeordneter für Karlsruhe-Land ❤️ | #vonhierfüreuch | @cdu | Auswärtiges, Digitales und Kommunales | Kreisrat;1560104953;CDU
1502;GollalehA;Mitglied des @AGH_Berlin, @gruenefraktionb. Sprecherin für #Sicherheitspolitik, #Medienpolitik und #Datenschutz #Innenausschuss #feministischeInnenpolitik;7,62578E+17;Bündnis 90/Die Grünen
1503;sevimaydinAGH;Mitglied @AGH_Berlin - Wahlkreis 3 Kreuzberg| Sprecherin für Wohnen und Mieten der @spdfraktionbln| Co-Kreisvorsitzende @spdXhain #originalkreuzberg;1,37264E+18;SPD
1504;tobiasbauschke;Berliner aus Überzeugung 🐻|| @fdp_berlin 🗽 || 💙🤍 @herthabsc || Dahlem📍;18907530;FDP
1505;TubaBozkurt;"🦸🏻‍♀️ Abgeordnete @AGH_Berlin
🌻 Team @gruenefraktionb
✊🏼 Intersektionale Antidiskriminierungs-
🦾 Progressive Wirtschaftspolitik
💚 #GrünerGesundbrunnen";215741378;Bündnis 90/Die Grünen
1506;ElkeBreitenbach;Abgeordnete der Linken im Berliner Abgeordnetenhaus;437349362;DIE LINKE
1507;brunnersandra1;Bezirksvorsitzende @LinkePankow * MdA 2021-2023;8,03251E+17;DIE LINKE
1508;CEungeschminkt;ehem. Mitglied des Abgeordnetenhauses (MdA), Wahlkreis 3 Berlin Lichtenberg;246233670;DIE LINKE
1509;ElifEralpBerlin;Mitglied im Abgeordnetenhaus, WK 2 Friedrichshain-Kreuzberg | Antira-Aktivistin | Antifa | @dielinkeberlin | https://t.co/ULKhdUuAeG;1464589056;DIE LINKE
1510;VasiFranco;Weltverbesserer / Mitglied des Berliner Abgeordnetenhauses / innenpolitischer Sprecher @gruenefraktionb / direkt für den Friedrichshainer Nordkiez /🌻⚖️🌈✊;1229412486;Bündnis 90/Die Grünen
1511;FranziskaGiffey;Bürgermeisterin, Senatorin für Wirtschaft, Energie und Betriebe @SenWiEnBe & Vorsitzende der @SPDBerlin           📷 H.C. Plambeck;9,72025E+17;SPD
1512;grafwer;Fraktionsvorsitzender der @GrueneFraktionB im Abgeordnetenhaus von Berlin - grün statt grau - klar geht das;16683687;Bündnis 90/Die Grünen
1513;BaharHaghani;"Vizepräsidentin und Mitglied des Abgeordnetenhauses von Berlin; Sprecherin für Frauenpolitik und Gleichstellung @AGH_Berlin @gruenefraktionb she/her";2351568721;Bündnis 90/Die Grünen
1514;OdaHassepass;"Verkehrspolitische Sprecherin @GrueneFraktionB 🚴‍♀️🚶‍♀️🚉🚦@AGH_Berlin 
           für @GruenePankow WK3. Offen. Direkt. Aktiv.";1,33605E+18;Bündnis 90/Die Grünen
1515;A_J_Herrmann;"Direkt gewähltes Mitglied des Abgeordnetenhauses von Berlin  
-  vor Ort. in Kaulsdorf-Nord und Hellersdorf-Süd";431728530;CDU
1516;Marcel_Hopp;Abgeordneter (MdA) | @spdde | Berlin | Neukölln | Sprecher der @spdfraktionbln für Bildung, Wissenschaft & Forschung | @powerofcolorpod;1355144012;SPD
1517;BMJotzo;Fachanwalt für 🔑🏪 #Mietrecht + 🏗️🏘️ #Baurecht bei JJ+P Jotzo & Partner - Rechtsanwälte | 💛 Bezirksvorsitzender @fdpCW | @fdp_berlin;381500201;FDP
1518;_Alex_Berlin;"Mensch unterwegs in #Wilmersdorf, #Berlin und #Europa 🇪🇺,
beruflich beim @VCDeV,
Green by heart 🌻";132303997;Bündnis 90/Die Grünen
1519;der_neukoellner;🚩 MdA | Mitglied des Abgeordnetenhauses von Berlin 🔥 Sprecher Klima-, Flucht- & Antifaschistische Politik;7,79003E+17;DIE LINKE
1520;JohKraft;IP: 67.68.85.101. Manchmal irritiert. Manchmal besorgt. Aber immer interessiert.;7,05397E+17;CDU
1521;louisvonkrueger;Mitglied des Abgeordnetenhauses • @GrueneFraktionB • Wahlkreis Pankow-Süd & Heinersdorf • (er/ihn) • 🇪🇺🏳️‍🌈;2440854459;Bündnis 90/Die Grünen
1522;MKhnemann;Mitglied des Abgeordnetenhauses • Stellvertretende Fraktionsvorsitzende • Sprecherin Kultur- und Medienpolitik • Innenpolitik • Sozialdemokratin • Arbeiterkind;2430543418;SPD
1523;KurtTaylanz;Arbeiterkind✊Direkt gewählter Abgeordneter für #Moabit und den Brüsseler Kiez im #AGH 💕 Sprecher für Soziales & Armutsbekämpfung. #FüreinsozialesBerlin 🤝;7,48826E+17;Bündnis 90/Die Grünen
1524;MaxLandero;Staatssekretär @SenASGIVA I hier privat;2860508638;SPD
1525;klauslederer;Weltbürger, Linker, Mitglied des Abgeordnetenhauses von Berlin, hier privat;919760365;DIE LINKE
1526;SPD_Lehmann;"Für Kaulsdorf/Hellersdorf im #AGH
Sprecher @spdfraktionbln für Digitalisierung, Daten- u.  Verfassungsschutz, 
stv. Vors. @SPD_Mahe | Bezirkssportbund | Radler";39708912;SPD
1527;dirk_liebe;#Privat | #Berliner in der dritten Generation | #UNVEU | @bsb_berlin;1,1334E+18;SPD
1528;Ta_matriarchat;Für die #SPD Lichtenberg im Abgeordnetenhaus Berlin, Sprecherin für Party*Tiere und Entwicklungspolitik;1,17675E+18;SPD
1529;stephanmachulik;"Staatssekretär für Wohnen und Mieterschutz
Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen";98708021;SPD
1530;LaaLeeLuuLaura;🌻💚 direkt gewählte Abgeordnete @agh_berlin Brunnenviertel, Leo und Sprengelkiez 📚 W-Ing @TUberlin she/her;100840229;Bündnis 90/Die Grünen
1531;OmarJian;Abgeordneter im @AGH_Berlin für Tiergarten, Hansaviertel & Moabit Süd | Sprecher für Migration, Partizipation, Flucht & Städtepartnerschaften @GrueneFraktionB🌻;2343645934;Bündnis 90/Die Grünen
1532;orkanoezdemir;👨🏻‍🍼Papa. 📊Direkt gewählt ins Abgeordnetenhaus von Berlin, SPD🟥 Sprecher🎙: Antidiskriminierung, Integration und Kampf ge. Rechtsextremismus rtw❌Zustimmung;101549582;SPD
1533;CathPieroth;Sprecherin für Gesundheitspolitik @GrueneFraktionB. Direkt für Schöneberg Süd im @AGH_Berlin. #Klimaschutz ist #Gesundheitsschutz.;4174833567;Bündnis 90/Die Grünen
1534;LarsRauchfu;Vorsitzender der @spd_ts Mitglied des Abgeordnetenhauses für HomeSweetHome #Mariendorf und #Tempelhof #Hauptausschuss 😍;4228878744;SPD
1535;prenzlix;#FDP Prenzlauer Berg, #Pankow, #Berlin | #Verkehr #Klima #Umwelt | mit eigener Meinung hier | Herz ≠ Zustimmung;1,26562E+18;FDP
1536;romansen1337;#Berlin born&raised | football fanatic | Vorsitzender FDP #MaHe| #feminist | ❤️🇪🇺;895848559;FDP
1537;KlaraSche;Jüngstes Mitglied des Berliner Abgeordnetenhauses 🌻 Im @agh_berlin für @gruenefraktionb;9,85249E+17;Bündnis 90/Die Grünen
1538;NiklasSchenker;Berliner LINKE Abgeordneter @linksfraktionB | Sprecher für Mieten, Wohnen, Fuß- und Radverkehr, Clubkultur | Landesvorstand @dielinkeberlin;1,02874E+18;DIE LINKE
1539;MathiasSchulz;🏛 Abgeordneter für den #Wedding | Sprecher für Stadtentwicklung und Brandenburg @spdfraktionbln | Kennt das Ende der Fahnenstange. 🚩;96621861;SPD
1540;andreschulze_nk;seit 2021 Abgeordneter im @AGH_Berlin, stellv. Fraktionsvorsitzender, Haushalt & Finanzen, #PUANeukölln bei @gruenefraktionb, direkt im Neuköllner Norden (WK 1);1,26755E+18;Bündnis 90/Die Grünen
1541;jul_schwarze;"Mitglied im Berliner Abgeordnetenhaus / @gruenefraktionb / Sprecher für Stadtentwicklung, Tourismus & Clubkultur
🌻🌍🌳🚲🌈 💚direkt gewählt in #Friedrichshain";169046272;Bündnis 90/Die Grünen
1542;SukaAferdita;Politikerin (Grüne)  #Pflege #Gesundheit #Tempelhof;3678043523;Bündnis 90/Die Grünen
1543;DValgolio;Arbeitnehmer-Anwalt / MdA @dielinkeberlin, direkt gewählt in #Friedrichshain-West, Sprecher für Arbeit und Wirtschaft;1,37122E+18;DIE LINKE
1544;Ch_Wapler;Zivilist. Mitglied des @AGH_Berlin und Teil von @GrueneFraktionB. Immer noch im Weinberg, für die #CityWest, @Gruene_CW;7,12664E+17;Bündnis 90/Die Grünen
1545;bjoernwohlert;"sozialpolitischer Sprecher @CDUBerlin_AGH 

🇪🇺 Europa-Ausschuss | Hauptausschuss

 #Wittenau #Tegel #Waidmannslust #Borsigwalde @agh_berlin";8,16968E+17;CDU
1546;CWolfBerlin;Lichtenberger, Innovationsmanager, Stellv. Vorsitzender FDP Lichtenberg;520245061;FDP
1547;wolff_dunja;Kreativ, politisch engagierte Persönlichkeit;1,316E+18;SPD
1548;damm_hannes;"📣Mitglied des Landtages Mecklenburg-Vorpommerns
🌻BÜNDNIS 90/DIE GRÜNEN💚 
🌞Voller Energie für Klima und Forschung
🔬Physiker am MPI für Plasmaphysik";1,14781E+18;Bündnis 90/Die Grünen
1549;Rene__Domke;Vorsitzender der @FDP_MV & der @FDPFraktionMV | Beisitzer im @FDP-Bundesvorstand;1,42143E+18;FDP
1550;EnseleitSabine;entrepreneur, lecturer, historian, communication professional;1,00034E+18;FDP
1551;PetraFederau;Mitglied des Landtags Mecklenburg-Vorpommern sowie Stadtvertreterin der Landeshauptstadt Schwerin;9,73567E+17;AfD
1552;BeatrixHegenkt2;sei freundlich und mutig. Vorpommerin. Grafikerin. Gärtnerin. Mama. MdL.;1,3109E+18;SPD
1553;BettinaMartin4;Ministerin für Wissenschaft, Kultur, Bundes- und Europaangelegenheiten #MV | MdL südl. Vorpommern & Uckermark | hier privat unterwegs!;2472093596;SPD
1554;michael_noetzel;Hier parteilich für DIE LINKE antifaschistisch, solidarisch, manchmal sarkastisch, nicht immer politisch korrekt;1,38844E+18;DIE LINKE
1555;mikmurl;stellv. Kreisvorsitzender SPD Vorpommern-Rügen;9,69498E+17;SPD
1556;SchmidtSchwerin;AfD MdL aus Schwerin, Dipl.-Kfm., Finanzberater, Journalist;1,17356E+18;AfD
1557;AfdJens;Mitglied des Landtags von MV, Agrarpolitischer Sprecher, Landesschatzmeister, Vorsitzender des AfD Kreisverbands VG, Mitglied des Kreistags VG;1,32328E+18;AfD
1558;ManuelaSchwesig;Ministerpräsidentin von Mecklenburg-Vorpommern, Landesvorsitzende der SPD MV und Familienmensch.;1627905570;SPD
1559;anne_shepley;stellv.  Fraktionsvorsitzende @gruenerlandtag 🌻 Soziales, Gleichstellung, Migration & Flucht 💚 Mama 🐶 Gassigängerin;9,73694E+17;Bündnis 90/Die Grünen
1560;terpeundteam;BÜNDNIS 90/DIE GRÜNEN - Mitglied des Bundestags, Obmann im Ausschuss für Gesundheit, Sprecher für Drogenpolitik. Teamtweets: (ma);40451562;Bündnis 90/Die Grünen
1561;BaalSandy;Unternehmer, Seehotel Krakow am See, Jagdschule Falkenhorst, MdL Mecklenburg-Vorpommern, FDPMV, Landfrau und Dorfkind, Jäger und Bücherwurm, Freigeist;1,3748E+18;FDP
1562;NBJule;"MdL Landtag MV, Mitglied der Stadtvertretung Neubrandenburg
it's not easy to be green, hier privat unterwegs
retweet bedeutet nicht automatisch Zustimmung";1439289019;Bündnis 90/Die Grünen
1563;ChWinter_MV;Christian Winter- MdL, direkt gewählt für Ludwigslust, Grabow, Neustadt-Glewe und Lulu-Land! Aus MV, für MV. Eher hergekommen, um zu lesen.;1,3672E+18;SPD
1564;BriHasselmann;"Vorsitzende der Bundestagsfraktion Bündnis 90/Die Grünen 🌻
// Das Team tweetet unter: /TBH";1131092102;Bündnis 90/Die Grünen
1565;c_lindner;Bundesminister der Finanzen. Bundesvorsitzender der Freien Demokraten. Es twittern er selbst (CL) und sein Team (TL).;122104353;FDP
1566;th_sattelberger;Endlich  normaler Bürger! Parlamentarischer Staatssekretär a.D.,MdB 2017-2022,ehem. Vorstand Deutsche Telekom AG, Continental AG, Lufthansa Passage Airline;1296544153;FDP
1567;uhl_markus;Mitglied des Deutschen Bundestages aus dem Saarland, Homburger;1391875208;CDU
1568;SevimDagdelen;Außenpolitik & Rüstungsexporte & Abrüstung • MP, Foreign policy & Arms Exports & Disarmament;139407967;DIE LINKE
1569;EskenSaskia;Mit @larsklingbeil Vorsitzende der SPD | MdB | Steht stabil für die Werte der Sozialdemokratie | PS: Ab jetzt hier @eskensaskia@mastodon.social;1423622834;SPD
1570;RenateKuenast;Feministin, Foodie, Gärtnerin. Anwältin, Sozialarbeiterin, MdB. Verbraucherministerin.a.D , Kämpfe für das Recht + RechtaufNahrung #darumGrün;1425265488;Bündnis 90/Die Grünen
1571;julia_verlinden;"Member of Parliament, 
stellvertretende Fraktionsvorsitzende @GrueneBundestag.
u.a. Klima, Energie, Verkehr, Umwelt, Bauen, Landwirtschaft";1475734592;Bündnis 90/Die Grünen
1572;HeikeBrehmerMdB;Mitglied des Deutschen Bundestags für den Harz und das Salzland, CDU, Wk 68;150372237;CDU
1573;crueffer;"Mitglied des Bundestages, @GrueneBundestag
Themen: #Inklusion #barrierefrei #UNBRK #Teilhabe #Behinderung";1524735194;Bündnis 90/Die Grünen
1574;GydeJ;Für SH @bundestag • stellv. Fraktionsvorsitzende @fdpbt • stellv. Landesvorsitzende @fdp_sh • there are no human rights light • mother • daughter • sister;1530171613;FDP
1575;MatthiasHoehn;🚩🇪🇺🏳️‍🌈 | Früher viele Jahre Politik (für @dielinke u.a. als BGF, im Bundestag & im Landtag) - heute Tagungsmanagement, Immobilien & Hotellerie und so;15686106;DIE LINKE
1576;felixschreiner;Bundestagsabgeordneter 🇩🇪 |  Verkehrspolitiker 🚘🚄✈️🚲| Nachhaltigkeits-Sprecher CDU/CSU 🌳 | Vorsitzender deutsch-schweiz. Parlamentariergruppe🇨🇭;162398888;CDU
1577;larsklingbeil;MdB | Rotenburg I - Heidekreis | Vorsitzender der SPD | FCB | Musik | Politik & Privat |;16255941;SPD
1578;anked;Publizistin, Netzaktivistin u Bundestagsabgeordnete (MP) für DIE LINKE. Weil digitale Revolution eine soziale Revolution braucht ❤️✊❤️;16557497;DIE LINKE
1579;sven_giegold;"Staatssekretär im Bundesministerium für Wirtschaft & Klimaschutz - Wirtschaftspolitik, Europa, Mittelstand; - Privater Kanal, alle Tweets von mir.";16705726;Bündnis 90/Die Grünen
1580;Ralf_Stegner;💼 MdB für Pinneberg ✊ SPD ❤️ schlägt links 🎤 Ohne Plastiksprache 🎧 Podcast 🎏 Schleswig-Holsteiner 📺 Tatort ♦️ Skat ⚽️ HSV 📸 Photothek;16808099;SPD
1581;agnieszka_mdb;MdB WK #Ravensburg, Stellvertretende Fraktionsvorsitzende von @gruenebundestag {she/her} #Frieden #Diplomatie #Sicherheit #Entwicklung #Menschenrechte #Europa;172269309;Bündnis 90/Die Grünen
1582;KonstantinNotz;- Stellv. Fraktionsvorsitzender - Vorsitzender des Parlamentarischen Kontrollgremiums PKGr - Mitglied des Innenausschusses #Innenpolitik4Life;17752770;Bündnis 90/Die Grünen
1583;axelgehrke;Arzt, Hochschullehrer, #AfD-Bundestagsfraktion, Vorsitzender IFFG Hannover;1862781722;AfD
1584;UliFreese;Kreistagsabgeordneter SPN, ehem. Bundestagsabgeordneter (2013-21);2317202160;SPD
1585;Doro_Martin;MdB | Wahlkreisabgeordnete der @spdde für den Hamburger Norden | @spdbt | Hamburgerin aus Leidenschaft ⚓️ I Verkehrspolitik und Mobilitätswende l USA 🇺🇸;241008237;SPD
1586;ZaklinNastic;Bundestagsabgeordnete @linksfraktion 🚩menschenrechtspolitische Sprecherin, Obfrau im Verteidigungsausschuss, HH ⚓️;2527808433;DIE LINKE
1587;katjakipping;Sozialpolitikerin. hier privat https://t.co/2cElEoEwLm;28066013;DIE LINKE
1588;JuliaKloeckner;Mitglied des Deutschen Bundestages, Bundesministerin a. D., Wirtschaftspolit. Sprecherin @cducsubt , CDU-Bundesschatzmeisterin;29858729;CDU
1589;kaiwegner;Regierender Bürgermeister von Berlin @RegBerlin | Landesvorsitzender der @cduberlin;39999872;CDU
1590;katarinabarley;Feministin, Sozialdemokratin, Europa, Bundesministerin a.D., MdEP, Vizepräsidentin @europarl_de, Impressum: https://t.co/SB9oxMC1FL;4097559143;SPD
1591;Frohnmaier_AfD;"#MdB und Ihr Abgeordneter für den Landkreis #Böblingen.
https://t.co/NznVdR2809";4130621842;AfD
1592;ToniHofreiter;Dr. Anton Hofreiter | Bündnis 90/Die Grünen | Biologe | Vorsitzender des Europaausschusses im Bundestag;442678902;Bündnis 90/Die Grünen
1593;SaskiaLudwigCDU;Mitglied des Landtages Brandenburg - WK 19, liebt Familie, Freiheit und Fairness. LEGO-Coach;472261226;CDU
1594;MdB_Lucassen;Wahlkreis Euskirchen-Rhein-Erft-Kreis II | VtdgPol Sprecher der @AfDimBundestag | Obmann im VtdgAusschuss @AfD https://t.co/hHz7yqIr3Z;4875914470;AfD
1595;marcobuelow;▶️Publizist. Politiker. Podcaster. ⬅️MdB (2002-2021). @diepartei ⏏️Lobbyexperte @lobbylandDE;52119203;DIE PARTEI
1596;lisapaus;🌻 MdB @GrueneBundestag | 🐻 Aus Berlin Charlottenburg-Wilmersdorf | 🏛 Bundesministerin @BMFSFJ | 💚 Mama und Feministin;569166756;Bündnis 90/Die Grünen
1597;MGrosseBroemer;MdB (MP), @cducsubt, Vors. des Wirtschaftsausschusses des Deutschen Bundestages (chairman of the economic committee, german parliament) Rechtsanwalt, Notar a.D.;574424501;CSU
1598;UllmannMdB;Gesundheitspolitischer Sprecher@FDPBT, Stadtrat, Vorsitzender FDP WÜ, Internist 🇺🇸🇩🇪🚦🇺🇦;609972369;FDP
1599;MWBirkwald;Mitglied des Deutschen Bundestages für @dieLinke, rentenpolitischer Sprecher und parlamentarischer Geschäftsführer der @Linksfraktion, Abgeordneter aus #Köln.;748851762;DIE LINKE
1600;ChristophGensch;Dr. med, MdL, Fraktionsvorsitzender der CDU Zweibrücken, Fußballer, FCK-Fan, Impressum: https://t.co/Q3Sd3kEFux;7,50752E+17;CDU
1601;EnricoKomning;Enrico Komning | AfD | Mitglied des Bundestages;7,81748E+17;AfD
1602;HellmichMdB;Mitglied des Deutschen Bundestages / sicherheits- und verteidigungspolitischer Sprecher der SPD-Bundestagsfraktion/ Wahlkreis Soest / SPD / NRW;7,86498E+17;SPD
1603;Beatrix_vStorch;#MdB 20. Deutscher #Bundestag, stellv. Fraktionsvors. THERE IS NO SUCH THING AS „MY PRONOUN“ Tweets v. #BvS & Team. https://t.co/SJ6nKYW3cW;805308596;AfD
1604;Birke_Bull;Was mit Bildung. Bildungsfrau, mit viel politischer Erfahrung. Geforscht über #Bildungschancen in der #Kita. Jetzt unterwegs, um genau darüber zu diskutieren.;81394072;DIE LINKE
1605;DirkWieseSPD;SPD 🟥 MdB aus dem Sauerland + stv. FV der SPD-Bundestagsfraktion für Innen 👮🏼‍♀️ , Recht 🏛, Kultur 🎭 & Medien 🎥, Sport 🥇 u. Petitionen ✉️. Fußball ⬛️🟨.;8,15469E+17;SPD
1606;nicolabeerfdp;Vizepräsidentin Europäisches Parlament | Kultusministerin a.D. | Staatssekretärin Europa a.D. | Retweet≠endorsement TB=Team Beer;8,28624E+17;FDP
1607;oezoguz;Vizepräsidentin des Deutschen Bundestages | Staatsministerin a.D. | Mitglied des SPD-Parteivorstandes  https://t.co/znQeQ7ApZ3;83342791;SPD
1608;ArminLaschet;Mitglied des Deutschen Bundestages. Vizepräsident der Parlamentarischen Versammlung des Europarats. Ministerpräsident von Nordrhein-Westfalen 2017-2021;835541664;CDU
1609;NilsSchmid;"Außenpolitischer Sprecher der @spdbt, Bundestagsabgeordneter für den Wahlkreis Nürtingen in Baden-Württemberg
German MP, Spokesperson on Foreign Affairs @spdbt";83795057;SPD
1610;GottfriedCurio;#AfD-Bundestagsabgeordneter, innenpolitischer Sprecher der @AfDimBundestag;8,48619E+17;AfD
1611;UliGroetsch;Mitglied des Bundestages, Kreisrat, etc selten privat aber immer im Einsatz für Freiheit und Demokratie;8,67352E+17;SPD
1612;Buettner_SDL;Mitglied des Landtages von Sachsen-Anhalt | ehemaliges Mitglied des Deutschen Bundestages | Stadtrat der Hansestadt Stendal;8,8148E+17;AfD
1613;fdpbt;1000 Ideen. 92 Abgeordnete. 1 Fraktion. Für Bildung, Wirtschaft und Digitalisierung im Deutschen Bundestag. 🚀💛📚;9,05516E+17;FDP
1614;Frank_Magnitz;Für #Bremen im Bundestag @AfDimBundestag,;9,40533E+17;AfD
1615;groehe;Bundestagsabgeordneter aus dem Rhein-Kreis Neuss. Member of the German Parliament. Stellv. Vorsitzender der CDU/CSU-Bundestagsfraktion und der KAS.;94363834;CDU
1616;THeimatpartei;Die Thüringer Heimatpartei wurde am 10. Februar 2020 in Georgenthal gegründet. Wir verstehen uns als freiheitlich-patriotische Oppositionspartei.;1,41316E+18;Thüringer Heimatpartei
1617;buendnis21;Bündnis21 e.V.;1,38392E+18;buendnis21
1618;UnabhaengigeP;steht für bürgernahe Demokratie, Bürgerbeteiligung und Volksentscheid.;1,32336E+18;UNABHAENGIGE Partei
