,user,profile
1546,CWolfBerlin,"Lichtenberger, Innovationsmanager, Stellv. Vorsitzender FDP Lichtenberg"
1547,wolff_dunja,"Kreativ, politisch engagierte Persönlichkeit"
1548,damm_hannes,"📣Mitglied des Landtages Mecklenburg-Vorpommerns
🌻BÜNDNIS 90/DIE GRÜNEN💚 
🌞Voller Energie für Klima und Forschung
🔬Physiker am MPI für Plasmaphysik"
1549,Rene__Domke,Vorsitzender der @FDP_MV & der @FDPFraktionMV | Beisitzer im @FDP-Bundesvorstand
1550,EnseleitSabine,"entrepreneur, lecturer, historian, communication professional"
1551,PetraFederau,Mitglied des Landtags Mecklenburg-Vorpommern sowie Stadtvertreterin der Landeshauptstadt Schwerin
1552,BeatrixHegenkt2,sei freundlich und mutig. Vorpommerin. Grafikerin. Gärtnerin. Mama. MdL.
1553,BettinaMartin4,"Ministerin für Wissenschaft, Kultur, Bundes- und Europaangelegenheiten #MV | MdL südl. Vorpommern & Uckermark | hier privat unterwegs!"
1554,michael_noetzel,"Hier parteilich für DIE LINKE antifaschistisch, solidarisch, manchmal sarkastisch, nicht immer politisch korrekt"
1555,mikmurl,stellv. Kreisvorsitzender SPD Vorpommern-Rügen
1556,SchmidtSchwerin,"AfD MdL aus Schwerin, Dipl.-Kfm., Finanzberater, Journalist"
1557,AfdJens,"Mitglied des Landtags von MV, Agrarpolitischer Sprecher, Landesschatzmeister, Vorsitzender des AfD Kreisverbands VG, Mitglied des Kreistags VG"
1558,ManuelaSchwesig,"Ministerpräsidentin von Mecklenburg-Vorpommern, Landesvorsitzende der SPD MV und Familienmensch."
1559,anne_shepley,"stellv.  Fraktionsvorsitzende @gruenerlandtag 🌻 Soziales, Gleichstellung, Migration & Flucht 💚 Mama 🐶 Gassigängerin"
1560,terpeundteam,"BÜNDNIS 90/DIE GRÜNEN - Mitglied des Bundestags, Obmann im Ausschuss für Gesundheit, Sprecher für Drogenpolitik. Teamtweets: (ma)"
1561,BaalSandy,"Unternehmer, Seehotel Krakow am See, Jagdschule Falkenhorst, MdL Mecklenburg-Vorpommern, FDPMV, Landfrau und Dorfkind, Jäger und Bücherwurm, Freigeist"
1562,NBJule,"MdL Landtag MV, Mitglied der Stadtvertretung Neubrandenburg
it's not easy to be green, hier privat unterwegs
retweet bedeutet nicht automatisch Zustimmung"
1563,ChWinter_MV,"Christian Winter- MdL, direkt gewählt für Ludwigslust, Grabow, Neustadt-Glewe und Lulu-Land! Aus MV, für MV. Eher hergekommen, um zu lesen."
1564,BriHasselmann,"Vorsitzende der Bundestagsfraktion Bündnis 90/Die Grünen 🌻
// Das Team tweetet unter: /TBH"
1565,c_lindner,Bundesminister der Finanzen. Bundesvorsitzender der Freien Demokraten. Es twittern er selbst (CL) und sein Team (TL).
1566,th_sattelberger,"Endlich  normaler Bürger! Parlamentarischer Staatssekretär a.D.,MdB 2017-2022,ehem. Vorstand Deutsche Telekom AG, Continental AG, Lufthansa Passage Airline"
1567,uhl_markus,"Mitglied des Deutschen Bundestages aus dem Saarland, Homburger"
1568,SevimDagdelen,"Außenpolitik & Rüstungsexporte & Abrüstung • MP, Foreign policy & Arms Exports & Disarmament"
1569,EskenSaskia,Mit @larsklingbeil Vorsitzende der SPD | MdB | Steht stabil für die Werte der Sozialdemokratie | PS: Ab jetzt hier @eskensaskia@mastodon.social
1570,RenateKuenast,"Feministin, Foodie, Gärtnerin. Anwältin, Sozialarbeiterin, MdB. Verbraucherministerin.a.D , Kämpfe für das Recht + RechtaufNahrung #darumGrün"
1571,julia_verlinden,"Member of Parliament, 
stellvertretende Fraktionsvorsitzende @GrueneBundestag.
u.a. Klima, Energie, Verkehr, Umwelt, Bauen, Landwirtschaft"
1572,HeikeBrehmerMdB,"Mitglied des Deutschen Bundestags für den Harz und das Salzland, CDU, Wk 68"
1573,crueffer,"Mitglied des Bundestages, @GrueneBundestag
Themen: #Inklusion #barrierefrei #UNBRK #Teilhabe #Behinderung"
1574,GydeJ,Für SH @bundestag • stellv. Fraktionsvorsitzende @fdpbt • stellv. Landesvorsitzende @fdp_sh • there are no human rights light • mother • daughter • sister
1575,MatthiasHoehn,"🚩🇪🇺🏳️‍🌈 | Früher viele Jahre Politik (für @dielinke u.a. als BGF, im Bundestag & im Landtag) - heute Tagungsmanagement, Immobilien & Hotellerie und so"
1576,felixschreiner,Bundestagsabgeordneter 🇩🇪 |  Verkehrspolitiker 🚘🚄✈️🚲| Nachhaltigkeits-Sprecher CDU/CSU 🌳 | Vorsitzender deutsch-schweiz. Parlamentariergruppe🇨🇭
1577,larsklingbeil,MdB | Rotenburg I - Heidekreis | Vorsitzender der SPD | FCB | Musik | Politik & Privat |
1578,anked,"Publizistin, Netzaktivistin u Bundestagsabgeordnete (MP) für DIE LINKE. Weil digitale Revolution eine soziale Revolution braucht ❤️✊❤️"
1579,sven_giegold,"Staatssekretär im Bundesministerium für Wirtschaft & Klimaschutz - Wirtschaftspolitik, Europa, Mittelstand; - Privater Kanal, alle Tweets von mir."
1580,Ralf_Stegner,💼 MdB für Pinneberg ✊ SPD ❤️ schlägt links 🎤 Ohne Plastiksprache 🎧 Podcast 🎏 Schleswig-Holsteiner 📺 Tatort ♦️ Skat ⚽️ HSV 📸 Photothek
1581,agnieszka_mdb,"MdB WK #Ravensburg, Stellvertretende Fraktionsvorsitzende von @gruenebundestag {she/her} #Frieden #Diplomatie #Sicherheit #Entwicklung #Menschenrechte #Europa"
1582,KonstantinNotz,- Stellv. Fraktionsvorsitzender - Vorsitzender des Parlamentarischen Kontrollgremiums PKGr - Mitglied des Innenausschusses #Innenpolitik4Life
1583,axelgehrke,"Arzt, Hochschullehrer, #AfD-Bundestagsfraktion, Vorsitzender IFFG Hannover"
1584,UliFreese,"Kreistagsabgeordneter SPN, ehem. Bundestagsabgeordneter (2013-21)"
1585,Doro_Martin,MdB | Wahlkreisabgeordnete der @spdde für den Hamburger Norden | @spdbt | Hamburgerin aus Leidenschaft ⚓️ I Verkehrspolitik und Mobilitätswende l USA 🇺🇸
1586,ZaklinNastic,"Bundestagsabgeordnete @linksfraktion 🚩menschenrechtspolitische Sprecherin, Obfrau im Verteidigungsausschuss, HH ⚓️"
1587,katjakipping,Sozialpolitikerin. hier privat https://t.co/2cElEoEwLm
1588,JuliaKloeckner,"Mitglied des Deutschen Bundestages, Bundesministerin a. D., Wirtschaftspolit. Sprecherin @cducsubt , CDU-Bundesschatzmeisterin"
1589,kaiwegner,Regierender Bürgermeister von Berlin @RegBerlin | Landesvorsitzender der @cduberlin
1590,katarinabarley,"Feministin, Sozialdemokratin, Europa, Bundesministerin a.D., MdEP, Vizepräsidentin @europarl_de, Impressum: https://t.co/SB9oxMC1FL"
1591,Frohnmaier_AfD,"#MdB und Ihr Abgeordneter für den Landkreis #Böblingen.
https://t.co/NznVdR2809"
1592,ToniHofreiter,Dr. Anton Hofreiter | Bündnis 90/Die Grünen | Biologe | Vorsitzender des Europaausschusses im Bundestag
1593,SaskiaLudwigCDU,"Mitglied des Landtages Brandenburg - WK 19, liebt Familie, Freiheit und Fairness. LEGO-Coach"
1594,MdB_Lucassen,Wahlkreis Euskirchen-Rhein-Erft-Kreis II | VtdgPol Sprecher der @AfDimBundestag | Obmann im VtdgAusschuss @AfD https://t.co/hHz7yqIr3Z
1595,marcobuelow,▶️Publizist. Politiker. Podcaster. ⬅️MdB (2002-2021). @diepartei ⏏️Lobbyexperte @lobbylandDE
1596,lisapaus,🌻 MdB @GrueneBundestag | 🐻 Aus Berlin Charlottenburg-Wilmersdorf | 🏛 Bundesministerin @BMFSFJ | 💚 Mama und Feministin
1597,MGrosseBroemer,"MdB (MP), @cducsubt, Vors. des Wirtschaftsausschusses des Deutschen Bundestages (chairman of the economic committee, german parliament) Rechtsanwalt, Notar a.D."
1598,UllmannMdB,"Gesundheitspolitischer Sprecher@FDPBT, Stadtrat, Vorsitzender FDP WÜ, Internist 🇺🇸🇩🇪🚦🇺🇦"
1599,MWBirkwald,"Mitglied des Deutschen Bundestages für @dieLinke, rentenpolitischer Sprecher und parlamentarischer Geschäftsführer der @Linksfraktion, Abgeordneter aus #Köln."
1600,ChristophGensch,"Dr. med, MdL, Fraktionsvorsitzender der CDU Zweibrücken, Fußballer, FCK-Fan, Impressum: https://t.co/Q3Sd3kEFux"
1601,EnricoKomning,Enrico Komning | AfD | Mitglied des Bundestages
1602,HellmichMdB,Mitglied des Deutschen Bundestages / sicherheits- und verteidigungspolitischer Sprecher der SPD-Bundestagsfraktion/ Wahlkreis Soest / SPD / NRW
1603,Beatrix_vStorch,"#MdB 20. Deutscher #Bundestag, stellv. Fraktionsvors. THERE IS NO SUCH THING AS „MY PRONOUN“ Tweets v. #BvS & Team. https://t.co/SJ6nKYW3cW"
1604,Birke_Bull,"Was mit Bildung. Bildungsfrau, mit viel politischer Erfahrung. Geforscht über #Bildungschancen in der #Kita. Jetzt unterwegs, um genau darüber zu diskutieren."
1605,DirkWieseSPD,"SPD 🟥 MdB aus dem Sauerland + stv. FV der SPD-Bundestagsfraktion für Innen 👮🏼‍♀️ , Recht 🏛, Kultur 🎭 & Medien 🎥, Sport 🥇 u. Petitionen ✉️. Fußball ⬛️🟨."
1606,nicolabeerfdp,Vizepräsidentin Europäisches Parlament | Kultusministerin a.D. | Staatssekretärin Europa a.D. | Retweet≠endorsement TB=Team Beer
1607,oezoguz,Vizepräsidentin des Deutschen Bundestages | Staatsministerin a.D. | Mitglied des SPD-Parteivorstandes  https://t.co/znQeQ7ApZ3
1608,ArminLaschet,Mitglied des Deutschen Bundestages. Vizepräsident der Parlamentarischen Versammlung des Europarats. Ministerpräsident von Nordrhein-Westfalen 2017-2021
1609,NilsSchmid,"Außenpolitischer Sprecher der @spdbt, Bundestagsabgeordneter für den Wahlkreis Nürtingen in Baden-Württemberg
German MP, Spokesperson on Foreign Affairs @spdbt"
1610,GottfriedCurio,"#AfD-Bundestagsabgeordneter, innenpolitischer Sprecher der @AfDimBundestag"
1611,UliGroetsch,"Mitglied des Bundestages, Kreisrat, etc selten privat aber immer im Einsatz für Freiheit und Demokratie"
1612,Buettner_SDL,Mitglied des Landtages von Sachsen-Anhalt | ehemaliges Mitglied des Deutschen Bundestages | Stadtrat der Hansestadt Stendal
1613,fdpbt,"1000 Ideen. 92 Abgeordnete. 1 Fraktion. Für Bildung, Wirtschaft und Digitalisierung im Deutschen Bundestag. 🚀💛📚"
1614,Frank_Magnitz,"Für #Bremen im Bundestag @AfDimBundestag,"
1615,groehe,Bundestagsabgeordneter aus dem Rhein-Kreis Neuss. Member of the German Parliament. Stellv. Vorsitzender der CDU/CSU-Bundestagsfraktion und der KAS.
1616,THeimatpartei,Die Thüringer Heimatpartei wurde am 10. Februar 2020 in Georgenthal gegründet. Wir verstehen uns als freiheitlich-patriotische Oppositionspartei.
1617,buendnis21,Bündnis21 e.V.
1618,UnabhaengigeP,"steht für bürgernahe Demokratie, Bürgerbeteiligung und Volksentscheid."
1619,KlimalisteBW,"Landesverband BW der Partei Klimaliste Deutschland (@KL_Deutschland).
Auf Mastodon zu finden unter: @KlimalisteBW@climatejustice.social"
1620,diebasispartei,"Basisdemokratische Partei Deutschlands: Volksabstimmungen & Direkte Demokratie.

💚Freiheit
💙Machtbegrenzung
❤️Achtsamkeit
🧡Schwarmintelligenz"
1621,Wir2020Partei,"WIR2020  https://t.co/DPVzLf3atB https://t.co/zvDWY4y4Ax
Vereinigt Menschen für Diskussionen und aktiver politischer Teilhabe.
#mitDIRzumWIR 
#WIRmittendrin 
#WIRinAktion"
1622,partei_dkp,"Offizieller Twitter-Account des Parteivorstandes der 
Deutschen Kommunistischen Partei (DKP), 
Hoffnungstraße 18, 45127 Essen,
E-Mail: twitter@dkp.de"
1623,pdf_bund,"Fortschritt für alle. Durch Ideen. Die Partei des Fortschritts.

https://t.co/dcc7eHry7O

https://t.co/04XBxE8NbX"
1624,VoltDeutschland,"ZUKUNFT - MADE IN EUROPE
Die Zeit ist reif für eine #NeuePolitik! #GenerationEuropa
Impressum & Infos unter: https://t.co/ShxQtYy3sm"
1625,mlpdde,Marxistisch-Leninistische Partei Deutschlands - Die sozialistische Alternative! // Kontakt: info@mlpd.de // Werde Mitglied: https://t.co/6VEEgUtlv2
1626,DieUrbane,"Systeme überwinden, die uns kaputt machen: Kolonialismus/Kapitalismus/Rassismus/white supremacy/Antisemitismus/Patriarchat/cis-Heteronormativität/Ableismus"
1627,brauchtbewegung,"DiB möchte eine wertebasierte Politik.
DEMOKRATISCH | GERECHT | WELTOFFEN | ZUKUNFTSORIENTIERT

und bei #Mastodon: @DiB@social.dib.de"
1628,mehrForschung,"Bundesverband der Partei für schulmedizinische Verjüngungsforschung | 
🌱für unbegrenzte Verlängerung d. gesunden Lebensspanne durch mehr Verjüngungsforschung🔬"
1629,_VPartei_,"Tiere, Klima, Gerechtigkeit.

#vegan #tierrechte #agrarwende #mobilitätswende #lsbttiq"
1630,Graue_Panther_,Hier twittert keine Rentnerpartei! Wir kämpfen für soziale Gerechtigkeit in allen Altersklassen.
1631,LKR_Partei_Bund,"Hier twittert die politische Partei 
Wir Bürger
Liberal.Konservativ. 
Impressum:https://t.co/GIji6KOj2x
https://t.co/MtcOh7Up4b"
1632,Allianz_MTN,"Warum es uns geben muss, ist hier nachzulesen. https://t.co/EzC8ij7xZM"
1633,buendnisc,"Christliche, politische Partei.

2018/19 mit @Arne_Gericke MdEP aD im Europaparlament.

🇪🇺Mitglied bei @ECPM_official & @ecrgroup"
1634,BVBFW,Wir sind ein Zusammenschluss aus über 140 Bürgerinitiativen: Die Brandenburger Vereinigten Bürgerbewegungen / Freie Wähler
1635,J_Todenhoefer,"Vorsitz Team Todenhöfer - Gerechtigkeitspartei, 18 Jahre Bundestag, 22 Jahre Vorstand Burda, Miteigentümer „der Freitag""."
1636,DieHumanisten,"Klimaschutz mit Hirn, Fortschritt mit Herz, Freiheit mit Verantwortung."
1637,menschlichewelt,"Ganzheitliche, politische Organisation für das Wohl und Glücklichsein aller."
1638,Tierschutzparte,"Damit die Zukunft eine Chance hat: Partei ergreifen für Mensch, Umwelt und Tiere!
#MitgefühlWählen und den Stimmlosen eine Stimme geben!"
1639,FREIEWAEHLER_BV,Hier kommuniziert das Social Media Team der Bundesvereinigung der FREIEN WÄHLER
1640,SSWpresse,Hier postet die Presseabteilung des Südschleswigschen Wählerverbands.
1641,deukonservative,Offizieller Twitter Kanal der Partei Deutsche Konservative (Bundesverband)
1642,sozialliberale,"Wir streiten für mutige, faire, nachhaltige und fortschrittliche Politik. Deutschlands sozialliberale Partei. 🗽⚖️🌿🚀
Impressum: https://t.co/q7zMc8FMmj"
1643,SchickGerhard,"Aktivist, Vorstand von @Finanzwende , Geschäftsführer von @fw_recherche, 🌈 , Ex-Politiker"
1644,ruppert_stefan,Mitglied des Bundestages | Parlamentarischer Geschäftsführer der FDP-Bundestagsfraktion | Landesvorsitzender der FDP Hessen
1645,GruenKappler,arbeitet im Deutschen Bundestag. Büroleitung - Persönlicher Referent - Bundestagsvizepräsidentin Katrin @GoeringEckardt. 🏳️‍🌈
1646,RitaHaglKehl,Bundestagsabgeordnete (SPD) für Deggendorf und Freyung-Grafenau / Parlamentarische Staatssekretärin bei der Bundesministerin der Justiz u. für Verbraucherschutz
1647,sigmargabriel,Vater von 3 Töchtern. Zuhause im Harz. Vorsitzender der @atlantikbruecke. Überzeugter Europäer. Autor #MehrMut
1648,KerstinAndreae,Vorsitzende der Hauptgeschäftsführung des Bundesverbandes der Energie- und Wasserwirtschaft BDEW
1649,LischkaB,Notar und ehem. Bundestagsabgeordneter aus Magdeburg. Damals Innen- u. rechtspolit. Sprecher @spdbt. 2016-2020 Landesvorsitzender @SPD_LSA Staatssekretär a.D.
1650,BurkertMartin,stellv. Vorsitzender Eisenbahn- und Verkehrsgewerkschaft (EVG); ehem. Mitglied des Deutschen Bundestages für die SPD (2005-01/2020)
1651,jimmyschulz,"Vorsitzender #BTADA, MdB, Mitglied im Fraktionsvorstand @FDPBT, Präsidium ISOC DE, stellv. Vorsitzender @loadev"
1652,FBsirske,Mitglied des 20. deutschen Bundestages; Gewerkschafter. Für Klimaschutz und Solidarität.
1653,HenningOtteMdB,"stellv. Vorsitzender des Verteidigungsausschusses,
Sprecher für ländlichen Raum der 
CDU/CSU-Bundestagsfraktion,
Bundesmitgliederbeauftragter der @CDU"
1654,TakisMehmetAli,"Deutsch-Grieche, Bundestagsabgeordneter (SPD) im WK Lörrach-Müllheim. Für dich im Ausschuss für Arbeit und Soziales. Teilhabepolitischer Sprecher 🏳️‍🌈"
1655,TinaWinklmann,gelernte Verfahrensmechanikerin.  Bundestagsabgeordnete. sportpolitische Sprecherin @gruenebundestag. Mitglied im Ausschuss für Arbeit & Soziales.
1656,JoachimWundrak,"Generalleutnant a. D., Stv. Vorsitzender im Arbeitskreis #Außenpolitik, Mitglied im Arbeitskreis #Verteidigung, Wahlkreis Friesland-#Wilhelmshaven-Wittmund"
1657,ElisabethWinke4,"Vorsitzende des Rechtsausschusses des Deutschen Bundestags, MdB für den Rhein-Sieg-Kreis I, Mitglied der @cducsubt, Richterin"
1658,ZandaMartens,Eure Abgeordnete im Bundestag für den Wahlkreis Düsseldorf Nord in NRW. Mitglied der @spdduesseldorf und der @spdbt 🌹🤝
1659,ingoschaeferspd,"💪 direkt gewählter SPD-Bundestagsabgeordneter | 🚒 Feuerwehrmann | 💼 stv. Vorsitzender SPD Solingen | ❤️ Remscheid, Solingen, Wuppertal Cronenberg & Ronsdorf"
1660,BHerrmann_,"Mitglied des Bundestages (MdB) | @GrueneBundestag | Ausschuss Klimaschutz und Energie | Dipl.-Wasserbauingenieur, Planer | #wk163 #Südwestsachsen #Bürgerenergie"
1661,ArianeFaescher,Direkt gewählte Abgeordnete für OHV-HVL (WK 58) zur BTW 21‘ für Dich. für morgen. jetzt. 📧
1662,CarstenKoerber,𝐌𝐢𝐭𝐠𝐥𝐢𝐞𝐝 𝐝𝐞𝐬 𝐃𝐞𝐮𝐭𝐬𝐜𝐡𝐞𝐧 𝐁𝐮𝐧𝐝𝐞𝐬𝐭𝐚𝐠𝐞𝐬 Vorsitzender der CDU-Landesgruppe Sachsen
1663,SimonaMdB,MdB für Märkisch-Oderland und Barnim Süd | Mitglied in den Ausschüssen Inneres und Heimat + Kultur + Medien | stellv. Sprecherin für Kultur + Medien | @spdde
1664,MarkusReichelDD,Bundestagsabgeordneter für Dresden 💛@cducsubt // Arbeitsmarkt-und Digitalpolitik
1665,joergnurnberger,"Dies ist der offizielle Account von Jörg Nürnberger, Mitglied des Deutschen Bundestags (SPD-Bundestagsfraktion)"
1666,HierlSusanne,"Dies ist der offizielle Account von Susanne Hierl, MdB (CSU)."
1667,PhilippiSpd,"Niedersächsischer Minister für Soziales, Arbeit, Gesundheit und Gleichstellung  | Vorsitzender SPD-Unterbezirk Göttingen"
1668,JensPeick,"Sozi 🌹 Kampfsportler 🥋 Gitarrist 🎸
Mitglied des Bundestages - Wahlkreis Dortmund I"
1669,HenningRehbaum,Münsterländer 🙋‍♂️ | MdB | #CDUCSU-FraktionBundestag | #KreisWAF | #mobilitaet #klimaschutz| #wirtschaft |#OEPNV | Tubist | #NoAfD
1670,BreherSilvia,"Politikerin. Mama. Stellvertr. Vors. CDU Deutschland, Bundestagsabgeordnete Oldenburger Münsterland. Echtes Landkind. Heimatliebe. Kann uk Platt verstaohn. Moin"
1671,EnglhardtKopf,Flexible
1672,NHeselhaus,"MdB der @spdbt für Borken II, NRW; Finanzen, Verbraucherschutz, Bürgerschaftliches Engagement"
1673,BernhardDaldrup,"Ich bin SPD Bundestagsabgeordneter (Kreis Warendorf), Mitglied im Finanzausschuss und Sprecher für Bauen, Wohnen, Stadtentwicklung und Kommunen."
1674,Hannes_Gnauck,Bundestagsabgeordneter aus der Uckermark | Mitglied des Verteidigungsausschusses für die @AfDimBundestag | Bundesvorsitzender der @JA_Deutschland
1675,MdbMuller,Mitglied des Bundestages | CDU Braunschweig | Obmann der CDU/CSU im Rechtsausschuss | stellv. Vorsitzender der Landesgruppe Niedersachsen
1676,BengtBergt,SPD Bundestagsfraktion | stellv. Sprecher f. Klima & Energie | AfA Vorsitzender Schleswig-Holstein | Erdgas | Windenergie | Netzausbau | vegan
1677,NAltenkamp,"ℴ CDU Politiker
ℴ Mitglied des Kreistages Main-Taunus
ℴ MdB Wahlkreis 181 ━ Main-Taunus"
1678,ArmandZorn,✖️Mitglied des Deutschen Bundestages ✖️Finanzen & Digitales✖️Ein Herz für Fußball & soziale Gerechtigkeit
1679,AloisRainer,"Vorsitzender des Finanzausschusses im Deutschen Bundestag
@cducsubt
MdB WK #StraubingBogen #Gäuboden und #Regen #Arberland"
1680,stefan_seidler,Der vom SSW @Bundestag für den hohen Norden • Minderheiten • Küstenschutz • Verkehr • Regionalität • Ostseekooperation • Davor: 🇩🇰🇩🇪🇪🇺Koordinator @land_sh
1681,m_schieder,"MdB aus Schwandorf-Cham (SPD), Parlamentarische Geschäftsführerin @spdbt, Vorsitzende @BayernSPD_LG, Kultur & Medien."
1682,RainerSemet,MdB für Pforzheim/Enzkreis | Auswärtiges und Bauen und Wohnen für die @fdpbt | Kommunalpolitischer Sprecher @fdpbt I 🗽
1683,jessi_rosenthal,"Bundesvorsitzende @jusos I Vorsitzende der @spdbonn l Bundestagsabgeordnete für die SPD in Bonn, NRW | Lehrerin I Bonnverliebt"
1684,zoe_gruene,🌻 Direkt gewählte Bundestagsabgeordnete für Karlsruhe👩‍🎓 Dr.-Ing. ✊ Für #klimaschutz #tierschutz #tierrechte #zusammenhalt 🌱💪 plant powered 🍀 Zoe+Team
1685,HarzerUlrike,Abgeordnete @fdpbt im @Bundestag • Vorsitzende @FDP_Erzgebirge • kooptiertes Landesvorstandsmitglied @fdpsachsen
1686,ReemAlabali,MdB Schwerin & Westmecklenburg | Staatsministerin - Beauftragte für @IntegrationBund & Antirassismus-Beauftragte | Sozialdemokratin
1687,ArminSchwarz,Bundestagsabgeordneter im Wahlkreis 167 Waldeck
1688,BettinaLugk,MdB für den Märkischen Kreis ll / Mitglied im Sportausschuss l Mitglied im Auswärtigen Ausschuss l stellv. Mitglied im Ausschuss für wirts. Zusammenarbeit
1689,Hoffmann_MdB,"MdB, Innenpolitischer Sprecher der CSU im Bundestag I #CSU I #Miltenberg #MainSpessart"
1690,AnnaLuehrmann,🇪🇺 - Staatsministerin im Auswärtigen Amt * MdB für Rheingau-Taunus – Limburg * Bündnis 90/Die Grünen (@gruenebundestag) * Persönlicher Kanal
1691,Kthrn_Mchl_SPD,Bundestagsabgeordnete im Kreis Bautzen | Vorsitzende der @spdsachsen gemeinsam mit @henninghomann. Hier twittern ich (KM) und mein Team (TM)
1692,kassem_ts,MdB | MP of German Bundestag @GrueneBundestag 🌻 Dipl. Bauingenieur l Alumnus @tudresden_de @boell_stiftung @startstiftung | @bnbundestag
1693,GuntherKrichba3,Europapolitischer Sprecher der #cducsu Fraktion des Deutschen Bundestags
1694,gadechens,MdB 🇩🇪 | CDU| Ostholstein/Stormarn-Nord | Haushaltsausschuss Epl. Verteidigung | Berufssoldat a.D. MARINE
1695,FechnerJohannes,MdB I SPD I Parlamentarischer Geschäftsführer und Justiziar der SPD-Bundestagsfraktion I Emmendingen-Lahr I
1696,Mike_Moncsek,"#Bundestagsabgeordneter | #Volkspolitiker | Vorstand #AfD Mittelsachsen | Mitglied Kreistag Mittelsachsen | Gemeinderat Oberschöna #Erzgebirge, Glück Auf! 🇩🇪"
1697,HanSteinmueller,🌻 Grüne Bundestagsabgeordnete für Berlin-Mitte | 🌆 Für bezahlbares & sicheres Wohnen | 🌳 Für nachhaltige & soziale Städte (sie/she)
1698,SwantjeMichael1,MdB #Bündnis90/DieGrünen🌻 | Mother of 3 ☘️ | Mobilität 🚲👣 & Feminismus 💪🏻 | sie/ihr | *337ppm
1699,AnneSpallek,MdB @GrueneBundestag #NRW/ Ländliche Räume & Lebensmittelhandwerk/ Leiterin eines landwirtschaftl. Pferdebetriebes/ Unternehmensberaterin/ Promotion Mathematik
1700,AwetTesfaiesus,moving to mastodon: @awet@cultur.social   Rechtsanwältin | Bundestagsabgeordnete Sie/ihr 🌻⚖️✊🏾
1701,JanPlobner,Bundestagsabgeordneter der @spdbt für den Wahlkreis Roth (246) | Sogenannter Experte für 🚅🚌🚲 und 🏳️‍🌈🏳️‍⚧️
1702,Chr_Sauter,Kanal des lippischen Bundestagsabgeordneten Christian Sauter. Mitglied im Verteidigungsausschuss. @fdpbt Team-Tweets: (TS)
1703,J_Pahlke,Mitglied des Bundestages @Die_Gruenen /Flucht- + Migrationspolitik / Wahlkreis Unterems / Vorher: Seenotretter
1704,emiliafester,Abgeordnete im deutschen Bundestag (@GrueneBundestag) 💚 Pronomen: sie/ihr
1705,alexmuellerfdp,Verteidigungspolitischer Sprecher der @fdpbt | Obmann im Verteidigungsausschuss 🎗 | Dipl.-Informatiker | Reservist @cirbw 🖱️
1706,HuberMdB,"#Bundestag, Vorsitzender Kinderkommission a.D."
1707,RainerKellerWES,"Direkt gewählter Bundestagsabgeordneter der SPD für den Wahlkreis Wesel I.
https://t.co/UvfnAais8R"
1708,FHoppermann,MdB für HH-Wandsbek 🏛 - Landesvorsitzende FU Hamburg 🙋🏻‍♀️ - Beisitzerin im CDU Bundesvorstand 🇩🇪🇪🇺
1709,kristine_lutke,Sucht- und drogenpolitische Sprecherin @fdpbt | Pflegeunternehmerin | Gesundheitsausschuss | Schatzmeisterin @fdpbay | #legalizeit 🚀🥦💛
1710,KlausWiener,"MdB, CDU, Anhänger einer sozialen/nachhaltigen Marktwirtschaft. Christliches Menschenbild. Motto hier: Don‘t listen to what I say. Listen to what I mean!"
1711,Bruno_Hoenel,Bundestagsabgeordneter für den Wahlkreis #Lübeck | Im Bundestag: Haushalt & Finanzen | Mitglied Lübecker Bürgerschaft | Parteirat @Gruene_SH | Psychologe MSc
1712,KayUweZiegler71,"MdB Obmann im Gesundheitsausschuss, Kreistag Anhalt-Bitterfeld, Stadtrat Bitterfeld-Wolfen, GF, Textilhandel seit 1990"
1713,yooHannes,🏛️ MdB @Die_Gruenen im Gesundheitsausschuss |🚑 Kinderarzt in Weiterbildung |🚲 Fan von Fahrrädern & evidenzbasierter Medizin | #Klimakrise = #Gesundheitskrise
1714,AtesGuerpinar,"Stellvertretender Parteivorsitzender DIE LINKE
MdB, Sprecher für Krankenhaus- & Pflegepolitik und Drogenpolitik
@linksfraktion"
1715,alexander_throm,"Direkt gewählter Bundestagsabgeordneter für den Wahlkreis Heilbronn (267). Innenausschuss, Innenpolitischer Sprecher der @cducsubt"
1716,christian_leye,Mitglied des Bundestages | Wirtschaftspolitischer Sprecher @linksfraktion 🚩 | Mitglied Wirtschaftsausschuss | Sprecher Landesgruppe NRW | Wahlkreis Duisburg
1717,chantal_kopf,Direkt gewählte MdB Wahlkreis Freiburg | Europapolitische Sprecherin 🇪🇺 @gruenebundestag | EU- und Wirtschaftsausschuss | 🇩🇪🇫🇷 Parl. Versammlung
1718,philipphartewig,Mitglied des Bundestages 🙋🏻‍♂️ Sportpolitischer Sprecher @fdpbt 🎾🚴‍♀️🎯 Generalsekretär @fdpsachsen 💛
1719,edgar_naujok,"Bundestagsabgeordneter, Stadtrat Markranstädt und Kreisvorsitzender im Landkreis Leipzig."
1720,HumpferMarkus,SPD-Bundestagsabgeordneter für Schweinfurt und Kitzingen
1721,IsabelMackensen,"Mitglied im Deutschen Bundestag 🏛
Mitglied im Ausschuss für Ernährung und Landwirtschaft 🍇🌲🥨"
1722,ChristianHaase6,"Christdemokrat | MdB | 
Haushaltspolitischer Sprecher @cducsubt |
Bundesvorsitzender @Bundes_KPV

Hier twittern Christian Haase (CH) und 
sein Team (tCH)"
